cosine,jsd,layer,modality,request_a,request_b
0.5532698625656571,0.3248215700755066,0,vision,cell,bit_allocate
0.48392445110231674,0.3601833687251004,0,vision,cell,model_card
0.6100888956749417,0.2804772409954174,0,vision,cell,deep_field
0.4991658734340042,0.3338280422198219,0,vision,cell,tui_main
0.3916621507468988,0.4032721632761636,0,vision,cell,tui_log
0.45566328088777486,0.36900191948999866,0,vision,cell,tui_model_selection
0.44767190456528133,0.3859546049251106,0,vision,cell,fast_gptq
0.4777334240368326,0.34106707307558704,0,vision,cell,retina
0.4319059089548085,0.3892979441887412,0,vision,cell,method
0.7060469683157744,0.18545678826731432,0,vision,motorcycle,coffee_rocket
0.6091130953334969,0.23624160096438984,0,vision,motorcycle,bit_allocate
0.653599799656621,0.20049953643493948,0,vision,motorcycle,model_card
0.5927294335468478,0.2735535302017661,0,vision,motorcycle,deep_field
0.7014134960591258,0.19762308929022804,0,vision,motorcycle,tui_main
0.6691884946516209,0.20701123994298598,0,vision,motorcycle,tui_log
0.6809524775530452,0.20447741037560618,0,vision,motorcycle,tui_model_selection
0.5578931860252037,0.26699079332800957,0,vision,motorcycle,fast_gptq
0.4718380524896097,0.3184601589619997,0,vision,motorcycle,retina
0.6055572935453261,0.2405377596724446,0,vision,motorcycle,method
0.5970566391183177,0.24024552908668056,0,vision,coffee_rocket,bit_allocate
0.6418408411366409,0.20369102388410482,0,vision,coffee_rocket,model_card
0.5162382322783032,0.3060711742518091,0,vision,coffee_rocket,deep_field
0.7023682759179982,0.16115913619793518,0,vision,coffee_rocket,tui_main
0.6879653599677767,0.18370727935964895,0,vision,coffee_rocket,tui_log
0.7015404105487881,0.17944548595405194,0,vision,coffee_rocket,tui_model_selection
0.6152208985949306,0.22933830821688667,0,vision,coffee_rocket,fast_gptq
0.44230427418877744,0.35570008511380824,0,vision,coffee_rocket,retina
0.624227505674352,0.21526334575289668,0,vision,coffee_rocket,method
0.6867078723353387,0.20117233992107753,0,vision,bit_allocate,model_card
0.6086638709161618,0.26088306552268115,0,vision,bit_allocate,deep_field
0.6442808973758237,0.21887852586740636,0,vision,bit_allocate,tui_main
0.6118648471776861,0.23737315597941655,0,vision,bit_allocate,tui_log
0.6278236760181091,0.24087493327211706,0,vision,bit_allocate,tui_model_selection
0.6975164673048273,0.18756069420518096,0,vision,bit_allocate,fast_gptq
0.5054177427265301,0.3309899897010219,0,vision,bit_allocate,retina
0.7049054626493836,0.17983370505296314,0,vision,bit_allocate,method
0.6035454419875965,0.2779054413342911,0,vision,model_card,deep_field
0.6929513141936952,0.19708566285798962,0,vision,model_card,tui_main
0.6280317934335367,0.22657127580164946,0,vision,model_card,tui_log
0.7284872566036116,0.18763515412862883,0,vision,model_card,tui_model_selection
0.6915471776067093,0.18162466538635252,0,vision,model_card,fast_gptq
0.5120172544819421,0.3062019331045117,0,vision,model_card,retina
0.7737112826491315,0.1588837430394629,0,vision,model_card,method
0.5796331251020541,0.26265290117650936,0,vision,deep_field,tui_main
0.5158101284013784,0.3141999961899137,0,vision,deep_field,tui_log
0.5190438744513388,0.31016084575040526,0,vision,deep_field,tui_model_selection
0.4627020523559728,0.33470210624798935,0,vision,deep_field,fast_gptq
0.5676712745449013,0.3293683524327683,0,vision,deep_field,retina
0.4784278222343647,0.3209929100409867,0,vision,deep_field,method
0.8434025612863203,0.10701739107213437,0,vision,tui_main,tui_log
0.9169936354426925,0.06502040317872787,0,vision,tui_main,tui_model_selection
0.7027745302902225,0.17556659545173492,0,vision,tui_main,fast_gptq
0.4339955674904575,0.363634111065785,0,vision,tui_main,retina
0.7219355597323012,0.1751531011931609,0,vision,tui_main,method
0.8638040042390407,0.10087250488977398,0,vision,tui_log,tui_model_selection
0.6211983884014135,0.22444671148393563,0,vision,tui_log,fast_gptq
0.335649064111719,0.42715666539383185,0,vision,tui_log,retina
0.632815788314632,0.22893304667850814,0,vision,tui_log,method
0.689495165883864,0.1948887332332046,0,vision,tui_model_selection,fast_gptq
0.36991976732548076,0.39947085746252825,0,vision,tui_model_selection,retina
0.7242666008411897,0.1845103463195237,0,vision,tui_model_selection,method
0.4365773245145557,0.37997529517830386,0,vision,fast_gptq,retina
0.82956849388003,0.10459443066978982,0,vision,fast_gptq,method
0.37493256394083346,0.4066156971385081,0,vision,retina,method
0.8496461932628462,0.09880699333880061,0,text,coins,clock_motion
0.8724741501238175,0.07163791519426758,0,text,coins,cat
0.7614355456578756,0.15364845247586234,0,text,coins,phantom
0.7667080172814531,0.15711295945198606,0,text,coins,color_wheel
0.8817792070320746,0.0761763509273051,0,text,coins,coffee
0.8599662475121166,0.08159916116824507,0,text,coins,moon
0.8175735164325032,0.10528721564901268,0,text,coins,camera
0.8725489882952248,0.07307560868813961,0,text,coins,histology
0.8115323311247832,0.09889112617420867,0,text,coins,grass
0.5403075645104993,0.21240152583588104,0,text,coins,brick
0.5479609483361484,0.22017298159376725,0,text,coins,logo
0.46867770541582143,0.27565040094487314,0,text,coins,cell
0.7720495037645475,0.13149570765607493,0,text,coins,motorcycle
0.5269099461895329,0.23574970267457868,0,text,coins,coffee_rocket
0.4741136910654903,0.2519225932295066,0,text,coins,bit_allocate
0.8511100759227194,0.08005747959339343,0,text,coins,model_card
0.8486194269335414,0.0758543427560419,0,text,coins,deep_field
0.7959638950903564,0.11190032287420221,0,text,coins,tui_main
0.7406387579693516,0.15507088165208532,0,text,coins,tui_log
0.8311773840284528,0.08663916230907087,0,text,coins,tui_model_selection
0.5384676663312301,0.21274295521100872,0,text,coins,fast_gptq
0.8697918496051248,0.07304212319114237,0,text,coins,retina
0.8289188914516112,0.09629878050574159,0,text,coins,method
0.8867626267190741,0.08258489608937852,0,text,clock_motion,cat
0.7406583447557114,0.18010426556153256,0,text,clock_motion,phantom
0.850682459798336,0.11141711829879677,0,text,clock_motion,color_wheel
0.8151781784388938,0.12126775155357086,0,text,clock_motion,coffee
0.8309059561611556,0.11653932269838829,0,text,clock_motion,moon
0.705234340197127,0.16838039952641132,0,text,clock_motion,camera
0.8354394433713617,0.11252202627280403,0,text,clock_motion,histology
0.842996322058535,0.1082170692047219,0,text,clock_motion,grass
0.5241976182015635,0.2338347780003319,0,text,clock_motion,brick
0.49492379554745375,0.2684489557204303,0,text,clock_motion,logo
0.4224437633750963,0.31117549395309585,0,text,clock_motion,cell
0.8103565831206152,0.12488276179687202,0,text,clock_motion,motorcycle
0.4564593992667573,0.2964365846915799,0,text,clock_motion,coffee_rocket
0.47280690633398686,0.2668619204841102,0,text,clock_motion,bit_allocate
0.8248784213752341,0.1139614728521139,0,text,clock_motion,model_card
0.7840415859759416,0.12952129082297364,0,text,clock_motion,deep_field
0.6837498619179415,0.1794493467693568,0,text,clock_motion,tui_main
0.650397620961848,0.2122876772263681,0,text,clock_motion,tui_log
0.8199914531681576,0.11130921575394129,0,text,clock_motion,tui_model_selection
0.49900371147775313,0.24396767597628438,0,text,clock_motion,fast_gptq
0.8309381018692932,0.11587239785503561,0,text,clock_motion,retina
0.8257924342582671,0.10903681494387915,0,text,clock_motion,method
0.7020557081815186,0.18228138859850695,0,text,cat,phantom
0.8357686552413375,0.13085899020998393,0,text,cat,color_wheel
0.8308414948302314,0.09321880787584969,0,text,cat,coffee
0.8644101043137645,0.0894375269542008,0,text,cat,moon
0.7220315378056467,0.1486174827128403,0,text,cat,camera
0.8508782071651984,0.08859905043729388,0,text,cat,histology
0.8928368941635724,0.08239912859483157,0,text,cat,grass
0.5181690237560738,0.24246784986826247,0,text,cat,brick
0.48361235431977406,0.26916534459747865,0,text,cat,logo
0.4096145340291111,0.3157393479267502,0,text,cat,cell
0.7727716263211152,0.14258434975254475,0,text,cat,motorcycle
0.5004638683225069,0.2690478242929698,0,text,cat,coffee_rocket
0.4876306297074669,0.2596699900748896,0,text,cat,bit_allocate
0.8945749300104817,0.07415711083809273,0,text,cat,model_card
0.8662922208758003,0.07282929444312106,0,text,cat,deep_field
0.7256107325743716,0.14338985614057603,0,text,cat,tui_main
0.7069122250439992,0.1682773193142213,0,text,cat,tui_log
0.8630550532386154,0.09077913598172442,0,text,cat,tui_model_selection
0.5144567768519565,0.2319578477339164,0,text,cat,fast_gptq
0.8684479093435076,0.09439298164300103,0,text,cat,retina
0.8479572887121336,0.1066607251682409,0,text,cat,method
0.5913980843310135,0.2795614096290877,0,text,phantom,color_wheel
0.7675989528284545,0.1504850727273218,0,text,phantom,coffee
0.7593059622758547,0.1454774801093075,0,text,phantom,moon
0.8040456746460201,0.1245480550954829,0,text,phantom,camera
0.7441108110568754,0.15885621885037857,0,text,phantom,histology
0.7014335162535971,0.17824232746028934,0,text,phantom,grass
0.4192565411683858,0.3108034167366942,0,text,phantom,brick
0.5083886519301373,0.25898269753990066,0,text,phantom,logo
0.48902377719735146,0.2826313987675876,0,text,phantom,cell
0.7751737828300971,0.16073828287854042,0,text,phantom,motorcycle
0.5091007394708028,0.2737608312184086,0,text,phantom,coffee_rocket
0.40687447912204733,0.33046569971831574,0,text,phantom,bit_allocate
0.7179113157568447,0.16326935572040252,0,text,phantom,model_card
0.7737756559114859,0.14226741667646123,0,text,phantom,deep_field
0.8133451727625165,0.13585248271287662,0,text,phantom,tui_main
0.730999951032702,0.1871349419544858,0,text,phantom,tui_log
0.6177075690956206,0.23024360188822332,0,text,phantom,tui_model_selection
0.47738997590655546,0.26888786357089817,0,text,phantom,fast_gptq
0.768706929036382,0.1449834643602544,0,text,phantom,retina
0.7518545035809653,0.14328452853713897,0,text,phantom,method
0.6957338800963877,0.19435379174106976,0,text,color_wheel,coffee
0.7808708932301442,0.16915355590956455,0,text,color_wheel,moon
0.64163958040127,0.21828011892985313,0,text,color_wheel,camera
0.7779649450089375,0.16064455096276042,0,text,color_wheel,histology
0.834716779831793,0.13489850217923915,0,text,color_wheel,grass
0.49353212716943573,0.2716390661115812,0,text,color_wheel,brick
0.39108546119683285,0.36348850737015304,0,text,color_wheel,logo
0.3896548768800923,0.3457212183422925,0,text,color_wheel,cell
0.6931724980244398,0.19324406094854663,0,text,color_wheel,motorcycle
0.4031859071232081,0.36434186089899856,0,text,color_wheel,coffee_rocket
0.44853067182963424,0.3086005900036337,0,text,color_wheel,bit_allocate
0.8184378887968697,0.14360982143375134,0,text,color_wheel,model_card
0.7656452588357817,0.16127433811916908,0,text,color_wheel,deep_field
0.6206347727840061,0.22289090553986743,0,text,color_wheel,tui_main
0.5919824216873101,0.25018582016194835,0,text,color_wheel,tui_log
0.8429718768798543,0.12007943855204506,0,text,color_wheel,tui_model_selection
0.431672995091474,0.3164359018159812,0,text,color_wheel,fast_gptq
0.7659810032312346,0.17515053354531254,0,text,color_wheel,retina
0.7781190932892514,0.1695433935496474,0,text,color_wheel,method
0.7998355284130114,0.12224607046771083,0,text,coffee,moon
0.8326020445164899,0.10732879533089279,0,text,coffee,camera
0.7929134351191547,0.12528101561159882,0,text,coffee,histology
0.7662077774626569,0.13142444218332097,0,text,coffee,grass
0.5347877200087657,0.2268693726750441,0,text,coffee,brick
0.561995153705052,0.21423166143810302,0,text,coffee,logo
0.46842044242733194,0.27111240428827776,0,text,coffee,cell
0.7857860079088249,0.12159918267078187,0,text,coffee,motorcycle
0.523225062725518,0.24068463840265747,0,text,coffee,coffee_rocket
0.4959747100017367,0.24644902633704913,0,text,coffee,bit_allocate
0.786323260683386,0.11776140181881639,0,text,coffee,model_card
0.8086141516500952,0.09599652607221121,0,text,coffee,deep_field
0.7932337055310715,0.1149987226944671,0,text,coffee,tui_main
0.756239626475098,0.13622398345091463,0,text,coffee,tui_log
0.7715689151709985,0.12469650712287644,0,text,coffee,tui_model_selection
0.5536686100946174,0.20111788451183576,0,text,coffee,fast_gptq
0.8546142063148624,0.07985556527334807,0,text,coffee,retina
0.780892770599887,0.12144186411751437,0,text,coffee,method
0.7934224461432872,0.1255633611792474,0,text,moon,camera
0.8699482221708214,0.08526874465696538,0,text,moon,histology
0.8618281135089071,0.08930176198327339,0,text,moon,grass
0.5405119395037682,0.2210938996682951,0,text,moon,brick
0.5295203505658079,0.23698619745894464,0,text,moon,logo
0.4639571550289836,0.28038656541958423,0,text,moon,cell
0.7548438237318393,0.15608139221524114,0,text,moon,motorcycle
0.5078531261041063,0.26891112603376205,0,text,moon,coffee_rocket
0.4901626622664283,0.25941606907305753,0,text,moon,bit_allocate
0.849927424626765,0.09480080279414901,0,text,moon,model_card
0.8774045511077608,0.07844862357499083,0,text,moon,deep_field
0.7391312084314707,0.14547026669271826,0,text,moon,tui_main
0.7323321325597926,0.15950001879506726,0,text,moon,tui_log
0.8469802031052511,0.09721431339911987,0,text,moon,tui_model_selection
0.5151205751508748,0.23680517795345565,0,text,moon,fast_gptq
0.8064435177726895,0.12480872773126694,0,text,moon,retina
0.8606265374219894,0.09878466374889946,0,text,moon,method
0.753065989912049,0.13765583251943972,0,text,camera,histology
0.7086654263614938,0.15758978331765924,0,text,camera,grass
0.4627912949083855,0.2677462599786602,0,text,camera,brick
0.536182442728,0.22666948722171854,0,text,camera,logo
0.5229259554374914,0.23891369418574265,0,text,camera,cell
0.721090857924384,0.14229931005706656,0,text,camera,motorcycle
0.5247355374975375,0.24272559466348675,0,text,camera,coffee_rocket
0.4313935626108158,0.28383994970686033,0,text,camera,bit_allocate
0.7674100828286965,0.12094011967616292,0,text,camera,model_card
0.7769388791700966,0.1158462446330869,0,text,camera,deep_field
0.8735130078181761,0.09015918993809428,0,text,camera,tui_main
0.8407279338746529,0.1183797264786056,0,text,camera,tui_log
0.7000442486925698,0.1586730073449611,0,text,camera,tui_model_selection
0.517631706652575,0.22340732803983465,0,text,camera,fast_gptq
0.8016925859494092,0.11263377446457308,0,text,camera,retina
0.7898720262184233,0.10155552518571462,0,text,camera,method
0.8602078874743134,0.09228605564313845,0,text,histology,grass
0.5232602499850084,0.23453934261450757,0,text,histology,brick
0.5153163030746314,0.24690562726910778,0,text,histology,logo
0.48608182865472166,0.2611033351079332,0,text,histology,cell
0.7147732785896,0.1671197881509963,0,text,histology,motorcycle
0.49834759992644734,0.2633259247577467,0,text,histology,coffee_rocket
0.45388212669602035,0.28224185673283486,0,text,histology,bit_allocate
0.8531631038300188,0.09397759692874771,0,text,histology,model_card
0.8663611029894245,0.08459468960588876,0,text,histology,deep_field
0.7432884712998981,0.14225535427311825,0,text,histology,tui_main
0.6687726213228324,0.19024545882239408,0,text,histology,tui_log
0.7858224930120004,0.1233928210025681,0,text,histology,tui_model_selection
0.48745790318064586,0.24496289762472062,0,text,histology,fast_gptq
0.8290815359140999,0.10623866172554658,0,text,histology,retina
