global_m,contract_capacity_per_rank,policy,repeat,transaction_ms,dispatch_ms,combine_ms,capacity_is_per_source_rank
16,1024,normal,4.5,0.24899200350046102,0.06161599978804551,0.0553280003368845,True
16,2048,low_latency,4.5,0.0899360030889505,0.038847999647259004,0.0371519997715945,True
16,2048,normal,4.5,0.2584159970283505,0.06342399865388801,0.054592000320553,True
32,32,low_latency,4.5,0.090704001486301,0.04102400131523551,0.03873600065708101,True
32,32,normal,4.5,0.2605600059032435,0.06564800068736001,0.054447999224066006,True
32,64,low_latency,4.5,0.0911680012941355,0.0393439996987575,0.038496000692248,True
32,64,normal,4.5,0.24569600075483303,0.062016000971197506,0.052559999749064,True
32,128,low_latency,4.5,0.08942400291562051,0.0385760013014075,0.0385439991950985,True
32,128,normal,4.5,0.2538560032844535,0.06351999938488001,0.054896000772714004,True
32,256,low_latency,4.5,0.0892480015754695,0.039583999663590504,0.0368640013039105,True
32,256,normal,4.5,0.24449600279331152,0.06100800074636901,0.0517599992454045,True
32,512,low_latency,4.5,0.09008000046014751,0.039359999820589506,0.037936000153422,True
32,512,normal,4.5,0.249215997755527,0.063936002552509,0.0548000000417225,True
32,1024,low_latency,4.5,0.08764799684286051,0.038368001580238,0.038032000884413504,True
32,1024,normal,4.5,0.24894399940967504,0.06334399804472851,0.05203199945390201,True
32,2048,low_latency,4.5,0.08995199948549251,0.0389760006219145,0.03806400112807701,True
32,2048,normal,4.5,0.24871999770402853,0.06264000199735101,0.053487999364733,True
64,32,low_latency,4.5,0.091087996959686,0.0413279999047515,0.0379840005189175,True
64,32,normal,4.5,0.2514560073614115,0.0648799985647195,0.05398400127887701,True
64,64,low_latency,4.5,0.088479999452829,0.04054399952292401,0.0372959990054365,True
64,64,normal,4.5,0.2470080032944675,0.0643520019948475,0.05195200070738751,True
64,128,low_latency,4.5,0.0889919996261595,0.03992000035941551,0.03675200045108751,True
64,128,normal,4.5,0.24974399805068903,0.065872002393007,0.0529280006885525,True
64,256,low_latency,4.5,0.0867039971053595,0.03876799903809951,0.036239998415112,True
64,256,normal,4.5,0.24900799244642202,0.064688000828027,0.054064000025391,True
64,512,low_latency,4.5,0.08806400001049,0.04012800008058501,0.036864001303911,True
64,512,normal,4.5,0.257264003157615,0.065951999276876,0.051551999524235004,True
64,1024,low_latency,4.5,0.09108800068497601,0.040944000706076004,0.03830399923026501,True
64,1024,normal,4.5,0.24921599775552702,0.06428800150752001,0.0555199999362225,True
64,2048,low_latency,4.5,0.08830400183796801,0.040416000410914005,0.03652799874544101,True
64,2048,normal,4.5,0.24955199658870653,0.06382399983704001,0.0536959990859025,True
128,32,low_latency,4.5,0.0934720002114765,0.044399999082088,0.037888001650571004,True
128,32,normal,4.5,0.25510400533676103,0.066783998161554,0.05620799958705851,True
128,64,low_latency,4.5,0.09156800061464251,0.04249600134789901,0.038096001371741,True
128,64,normal,4.5,0.251712009310722,0.06628799811005501,0.051327999681234,True
128,128,low_latency,4.5,0.09504000097513152,0.04502400010824151,0.039551999419927,True
128,128,normal,4.5,0.25203199684619904,0.067104000598192,0.055711999535560004,True
128,256,low_latency,4.5,0.09409599751234,0.044848000630736004,0.0395040009170765,True
128,256,normal,4.5,0.254303991794586,0.067471999675035,0.057136001065373004,True
128,512,low_latency,4.5,0.09147199988365151,0.041888000443577,0.038047999143600006,True
128,512,normal,4.5,0.24947199225425654,0.067295998334884,0.055600000545382,True
128,1024,low_latency,4.5,0.094015996903181,0.043151998892426005,0.0390560012310735,True
128,1024,normal,4.5,0.253807991743087,0.06779200211167251,0.054927999153733004,True
128,2048,low_latency,4.5,0.0958879999816415,0.045360000804066006,0.039375999942421504,True
128,2048,normal,4.5,0.25763200223445853,0.06809599697589801,0.059343999251723005,True
256,64,low_latency,4.5,0.0964160002768035,0.047744000330567,0.0381119996309275,True
256,64,normal,4.5,0.2593120038509365,0.0749920010566705,0.059039998799562,True
256,128,low_latency,4.5,0.100223999470472,0.048288000747561004,0.040239999070763005,True
256,128,normal,4.5,0.25720000267028753,0.07580799981951651,0.057295998558401506,True
256,256,low_latency,4.5,0.09739200025796851,0.047520000487565,0.0387999992817635,True
256,256,normal,4.5,0.250784009695053,0.074384000152349,0.055231999605893506,True
256,512,low_latency,4.5,0.100560002028942,0.048575999215245004,0.040847999975085,True
256,512,normal,4.5,0.2673759907484045,0.0810399986803525,0.0578400008380405,True
256,1024,low_latency,4.5,0.11915199458599052,0.060704000294208,0.0465919990092515,True
256,1024,normal,4.5,0.2738399952650065,0.085152000188827,0.062367999926209006,True
256,2048,low_latency,4.5,0.09608000144362401,0.046463999897241,0.0376639999449245,True
256,2048,normal,4.5,0.2584799975156781,0.07289599999785401,0.06128000095486601,True
512,128,low_latency,4.5,0.11284799873828852,0.058272000402211505,0.0443360004574055,True
512,128,normal,4.5,0.2700159996747965,0.0835679993033405,0.0675360001623625,True
512,256,low_latency,4.5,0.11412800103425952,0.058159999549388504,0.044511999934911506,True
512,256,normal,4.5,0.25745598971843653,0.082256000488996,0.0675360001623625,True
512,512,low_latency,4.5,0.11667200177907902,0.06043200008571101,0.04460800066590251,True
512,512,normal,4.5,0.263984009623527,0.08592000231146751,0.0682079978287215,True
512,1024,low_latency,4.5,0.116096001118421,0.060399999842047504,0.0451679993420835,True
512,1024,normal,4.5,0.26430399715900355,0.08495999872684451,0.065248001366853,True
512,2048,low_latency,4.5,0.11294399946927951,0.05915200151503,0.043744001537561,True
512,2048,normal,4.5,0.260975986719131,0.084063999354839,0.06836800277233052,True
1024,256,low_latency,4.5,0.1655520051717755,0.08240000158548351,0.07339200004935251,True
1024,256,normal,4.5,0.2764160037040705,0.10092799738049452,0.07977600023150401,True
1024,512,low_latency,4.5,0.16678400337696003,0.08278400078415851,0.07441600039601251,True
1024,512,normal,4.5,0.276352003216743,0.1019039973616595,0.0778560005128375,True
1024,1024,low_latency,4.5,0.166960000991821,0.08387200161814651,0.0728000029921525,True
1024,1024,normal,4.5,0.2715360075235365,0.10088000074028951,0.07716800272464701,True
1024,2048,low_latency,4.5,0.1660640016198155,0.08291200175881351,0.0740640014410015,True
1024,2048,normal,4.5,0.2753919959068295,0.10076799988746601,0.0787039995193475,True
