case_id,request_id,category,modality,layer,M,ranks,rank_median_wall_ms,critical_wall_ms,rank_min_wall_ms,rank_spread_wall_ms,critical_layout_ms,dispatch_ms_mean_rank_ms,dispatch_ms_critical_ms,expert_ms_mean_rank_ms,expert_ms_critical_ms,combine_ms_mean_rank_ms,combine_ms_critical_ms,total_ms_per_token,dispatch_ms_per_token,expert_ms_per_token,combine_ms_per_token,token_count_x,token_count_y,total_assignments,tokens,assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_assignment_fraction,top8_assignment_fraction,mean_active_expert_m,p50_active_expert_m,p95_active_expert_m,max_expert_m,tiny_expert_le1_fraction,tiny_expert_le2_fraction,tiny_expert_le4_fraction,rank_max_mean,rank_cv,rank_max,rank_min,unique_ranks_per_token,p_u4,p_u_ge3,correctness
deep_field_text_l4_m512,deep_field,natural,text,4,512,4,1.3428159952163696,1.371343970298767,1.3230239748954773,0.048319995403289795,0.027008000761270523,0.21691600081976503,0.238623998593539,0.548224002122879,0.648639976978302,0.4168280065059662,0.5344799757003784,0.0026784061919897795,0.00046606249725300586,0.001266874955035746,0.0010439062025398016,512,512,4096,512,4096,117,61.45964110335357,4.118380717169401,0.0258657932281494,0.25341796875,0.346923828125,35.00854700854701,19.0,86.19999999999965,300,0.0512820512820512,0.1111111111111111,0.2222222222222222,1.3349609375,0.2191964090373363,1367,739,3.564453125,0.599609375,0.96484375,True
deep_field_text_l4_m64,deep_field,natural,text,4,64,4,0.8334400057792664,0.8575679957866669,0.8291999995708466,0.028367996215820312,0.02505600079894066,0.16177200095262378,0.1791040045209229,0.39742401242256165,0.40352001786231995,0.0886320024728775,0.09972798824310303,0.01339949993416667,0.0027985000706394203,0.006305000279098749,0.0015582498162984848,64,64,512,64,512,84,50.63209226580502,3.924585609753794,0.028350830078125,0.232421875,0.384765625,6.095238095238095,4.0,20.849999999999994,38,0.25,0.4166666666666667,0.5833333333333334,1.15625,0.1280153875638589,148,109,3.59375,0.65625,0.9375,True
deep_field_vision_l24_m128,deep_field,natural,vision,24,128,4,0.8495040088891983,0.8756960034370422,0.8407360017299652,0.034960001707077026,0.024992000311613083,0.17151199921499938,0.19131199782714248,0.41656799241900444,0.4328639805316925,0.09534398466348648,0.10672000050544739,0.0068413750268518925,0.0014946249830245506,0.0033817498479038477,0.0008337500039488077,128,128,1024,128,1024,104,67.43653561712374,4.211186942521273,0.019561767578125,0.166015625,0.2802734375,9.846153846153848,6.5,29.69999999999999,53,0.125,0.2596153846153846,0.4230769230769231,1.2265625,0.1942745859501282,314,199,3.546875,0.59375,0.953125,True
deep_field_vision_l24_m256,deep_field,natural,vision,24,256,4,0.8473760038614273,0.8656480014324188,0.8395040035247803,0.02614399790763855,0.02550400048494339,0.18354799842927605,0.20335999922826886,0.4548720046877861,0.46390400826931,0.0812079906463623,0.0929279625415802,0.003381437505595386,0.0007943749969854252,0.0018121250323019922,0.00036299985367804766,256,256,2048,256,2048,115,76.12950679357436,4.332435926820509,0.0172085762023925,0.1474609375,0.2451171875,17.808695652173913,11.0,49.6,103,0.0434782608695652,0.0956521739130434,0.2260869565217391,1.22265625,0.2091577114098055,626,386,3.53515625,0.578125,0.95703125,True
deep_field_vision_l24_m32,deep_field,natural,vision,24,32,4,0.8376639932394028,0.8649599850177765,0.8196960091590881,0.045263975858688354,0.027327999472618103,0.16418400104157627,0.18694399995729327,0.3985000066459179,0.40383999049663544,0.08103998750448227,0.09060800075531006,0.027029999531805515,0.005841999998665415,0.012619999703019857,0.0028315000236034393,32,32,256,32,256,46,29.71107777885374,3.3915199654524737,0.043701171875,0.2890625,0.5,5.565217391304348,3.0,15.75,23,0.3260869565217391,0.3695652173913043,0.6086956521739131,1.21875,0.1494619255446015,78,51,3.84375,0.84375,1.0,True
deep_field_vision_l24_m512,deep_field,natural,vision,24,512,4,0.9282319992780685,0.9485760033130646,0.9232159852981567,0.025360018014907837,0.028031999245285988,0.20878399966750294,0.23143999930471182,0.5202519968152046,0.5397599935531616,0.09089598804712296,0.1282079815864563,0.0018526875064708292,0.00045203124864201527,0.0010542187374085188,0.00025040621403604746,512,512,4096,512,4096,122,83.48812882034309,4.424704451933473,0.0157917737960815,0.14697265625,0.239013671875,33.57377049180328,24.0,91.89999999999998,194,0.0245901639344262,0.040983606557377,0.0983606557377049,1.1904296875,0.1841046954300583,1219,757,3.51953125,0.55859375,0.9609375,True
deep_field_vision_l24_m64,deep_field,natural,vision,24,64,4,0.8334960043430328,0.8556800186634064,0.8304960131645203,0.02518400549888611,0.027103999629616737,0.16513600386679173,0.18084800522774458,0.40318798646330833,0.4074079990386963,0.08277998119592667,0.09519997239112854,0.013370000291615725,0.002825750081683509,0.0063657499849796295,0.0014874995686113834,64,64,512,64,512,81,51.10581619446337,3.933898310585183,0.02593994140625,0.1953125,0.34375,6.320987654320987,4.0,20.0,29,0.2839506172839506,0.3950617283950617,0.5308641975308642,1.2890625,0.199103827146479,165,101,3.609375,0.65625,0.953125,True
deep_field_vision_l44_m128,deep_field,natural,vision,44,128,4,0.8375680148601532,0.8646400272846222,0.8312639892101288,0.03337603807449341,0.027103999629616737,0.17207200056873262,0.19073599949479103,0.40844401344656944,0.4180320054292679,0.0857279971241951,0.09849599003791809,0.006755000213161111,0.001490124996053055,0.0032658750424161553,0.0007694999221712351,128,128,1024,128,1024,97,59.910266317414106,4.092847881377459,0.0245494842529296,0.2109375,0.3623046875,10.556701030927837,7.0,39.599999999999966,73,0.1030927835051546,0.1443298969072164,0.3814432989690721,1.09375,0.0574763240998521,280,240,3.6953125,0.7109375,0.984375,True
deep_field_vision_l44_m256,deep_field,natural,vision,44,256,4,0.845632016658783,0.8680159747600555,0.836575984954834,0.03143998980522156,0.026335999369621277,0.18452400178648531,0.1999040017835796,0.4559759981930256,0.4734880030155182,0.07774800062179565,0.08859199285507202,0.003390687401406467,0.0007808750069671078,0.001849562511779368,0.0003460624720901251,256,256,2048,256,2048,106,68.10781482367265,4.221091961691611,0.0204510688781738,0.18017578125,0.30615234375,19.32075471698113,12.5,64.0,130,0.0566037735849056,0.0943396226415094,0.1698113207547169,1.1328125,0.0794804294897492,580,472,3.75,0.7578125,0.9921875,True
deep_field_vision_l44_m32,deep_field,natural,vision,44,32,4,0.829927995800972,0.843423992395401,0.8282240033149719,0.015199989080429077,0.026623999699950218,0.15945999999530613,0.17072000168263912,0.39730000868439674,0.40300799906253815,0.07781200855970383,0.09311997890472412,0.02635699976235628,0.0053350000525824726,0.012593999970704317,0.002909999340772629,32,32,256,32,256,47,25.47629798892094,3.237748529289548,0.058441162109375,0.38671875,0.6171875,5.446808510638298,3.0,23.7,27,0.2765957446808511,0.4893617021276595,0.7446808510638298,1.25,0.1939011507186071,80,50,3.9375,0.9375,1.0,True
deep_field_vision_l44_m512,deep_field,natural,vision,44,512,4,0.9161679893732071,0.93886399269104,0.9062559902667999,0.03260800242424011,0.02687999978661537,0.2100759979803115,0.23443199647590518,0.52504001557827,0.5434560179710388,0.08104400336742401,0.10460799932479858,0.0018337187357246876,0.0004578749931170023,0.0010614375350996852,0.00020431249868124723,512,512,4096,512,4096,114,76.99206836577707,4.34370240831131,0.0169757604598999,0.146484375,0.251953125,35.92982456140351,25.0,109.7,215,0.0350877192982456,0.043859649122807,0.0964912280701754,1.107421875,0.0915393870478905,1134,905,3.7265625,0.73828125,0.98828125,True
deep_field_vision_l44_m64,deep_field,natural,vision,44,64,4,0.8256479948759079,0.848143994808197,0.8189919888973236,0.029152005910873413,0.02598400041460991,0.16363599873147905,0.18356800125911832,0.392875999212265,0.3967200219631195,0.08143600821495056,0.08776000142097473,0.013252249918878078,0.0028682500196737237,0.006198750343173742,0.0013712500222027302,64,64,512,64,512,80,44.68397476079947,3.799614930870905,0.0341720581054687,0.265625,0.458984375,6.4,3.0,30.099999999999994,35,0.2,0.375,0.625,1.046875,0.0452181129015243,134,120,3.828125,0.828125,1.0,True
deep_field_vision_l4_m128,deep_field,natural,vision,4,128,4,0.8473920077085495,0.8778400123119354,0.8456640243530273,0.03217598795890808,0.02534399926662445,0.16864000202622265,0.19148800522089005,0.408331997692585,0.41366398334503174,0.09660801291465759,0.11742401123046875,0.0068581250961869955,0.0014960000407882035,0.0032317498698830605,0.0009173750877380371,128,128,1024,128,1024,88,49.31651418974652,3.898258998380424,0.0295562744140625,0.2216796875,0.3642578125,11.636363636363637,5.0,37.29999999999998,90,0.0909090909090909,0.25,0.4318181818181818,1.24609375,0.2506248295276851,319,173,3.515625,0.5546875,0.9609375,True
deep_field_vision_l4_m256,deep_field,natural,vision,4,256,4,0.8500959873199463,0.8662879765033722,0.8387840092182159,0.02750396728515625,0.026623999699950218,0.17913599871098995,0.19689600355923176,0.44686800613999367,0.4570080041885376,0.08811600506305695,0.10867199301719666,0.0033839374082162976,0.0007691250139032491,0.001785187516361475,0.00042449997272342443,256,256,2048,256,2048,110,56.6339567087788,4.036608747167187,0.0274052619934082,0.2275390625,0.35693359375,18.618181818181817,8.0,66.64999999999999,183,0.0545454545454545,0.1909090909090909,0.3,1.25390625,0.2207808906136494,642,388,3.5703125,0.58984375,0.98046875,True
deep_field_vision_l4_m32,deep_field,natural,vision,4,32,4,0.8446960002183914,0.8648159801959991,0.8363359868526459,0.02847999334335327,0.025312000885605812,0.16365600121207535,0.1818240052089095,0.40271198749542236,0.40908798575401306,0.08445597440004349,0.09803202748298645,0.027025499381124973,0.005682000162778422,0.012783999554812908,0.0030635008588433266,32,32,256,32,256,49,30.18901894194327,3.407478247064313,0.0478515625,0.34765625,0.53125,5.224489795918367,3.0,18.19999999999999,28,0.2244897959183673,0.4897959183673469,0.6938775510204082,1.1875,0.2390165396996618,76,38,3.59375,0.65625,0.9375,True
deep_field_vision_l4_m512,deep_field,natural,vision,4,512,4,1.33719202876091,1.3536800146102905,1.332912027835846,0.02076798677444458,0.02796800062060356,0.20789200253784657,0.23043199954554439,0.5398639887571335,0.626863956451416,0.4043160080909729,0.5178880393505096,0.0026439062785357237,0.0004500624991123914,0.001224343664944172,0.0010115000768564641,512,512,4096,512,4096,117,61.22073176343038,4.1144858864584135,0.0252606868743896,0.212890625,0.350830078125,35.00854700854701,17.0,136.5999999999998,339,0.0427350427350427,0.0854700854700854,0.1538461538461538,1.2275390625,0.1827046394047227,1257,826,3.587890625,0.6015625,0.986328125,True
deep_field_vision_l4_m64,deep_field,natural,vision,4,64,4,0.8344639986753464,0.8521279990673065,0.8266880214214325,0.025439977645874023,0.02643200010061264,0.16532400145661086,0.1825760048814118,0.3990599997341633,0.40065598487854004,0.08044799417257309,0.09452798962593079,0.013314499985426664,0.0028527500762720592,0.006260249763727188,0.0014769998379051685,64,64,512,64,512,68,40.920325625091735,3.7116268986542016,0.0338516235351562,0.26171875,0.427734375,7.529411764705882,4.5,27.249999999999996,41,0.1911764705882352,0.3823529411764705,0.5,1.2109375,0.1968687995055336,155,91,3.546875,0.609375,0.9375,True
model_card_text_l24_m128,model_card,chart_document,text,24,128,4,0.840816006064415,0.8631040155887604,0.8310720026493073,0.032032012939453125,0.027775999158620834,0.17076400166843086,0.18985600303858519,0.4093119949102402,0.41969600319862366,0.08773201704025269,0.107200026512146,0.0067430001217871904,0.0014832500237389468,0.0032788750249892473,0.0008375002071261406,128,128,1024,128,1024,93,50.74427651965685,3.926798833624191,0.0287361145019531,0.228515625,0.3984375,11.010752688172044,6.0,52.0,72,0.2150537634408602,0.3118279569892473,0.3978494623655914,1.47265625,0.3583651742908778,377,152,3.6171875,0.640625,0.9765625,True
model_card_text_l24_m256,model_card,chart_document,text,24,256,4,0.8510880023241043,0.8689440190792084,0.8440000116825104,0.024944007396697998,0.026176000013947487,0.17794000008143485,0.1930720037780702,0.44377199932932854,0.4578239917755127,0.08835200220346451,0.09915199875831604,0.0033943125745281577,0.0007541875147580868,0.0017883749678730965,0.00038731249514967203,256,256,2048,256,2048,102,57.77179141882952,4.056500618812641,0.0241332054138183,0.20751953125,0.34765625,20.07843137254902,12.0,82.19999999999982,128,0.1470588235294117,0.2156862745098039,0.2941176470588235,1.359375,0.2831559766787667,696,336,3.58203125,0.609375,0.97265625,True
model_card_text_l24_m32,model_card,chart_document,text,24,32,4,0.8320319950580597,0.8544480204582214,0.8238880038261414,0.030560016632080078,0.0363520011305809,0.16489200084470212,0.18566400231793523,0.4017999954521656,0.4068000018596649,0.08203199505805969,0.10295999050140381,0.02670150063931942,0.005802000072435476,0.012712500058114529,0.003217499703168869,32,32,256,32,256,67,37.969895186422704,3.636793613808579,0.038787841796875,0.28125,0.48046875,3.82089552238806,2.0,14.399999999999991,21,0.4626865671641791,0.6417910447761194,0.8059701492537313,1.484375,0.3685976910026702,95,34,3.625,0.6875,0.9375,True
model_card_text_l24_m512,model_card,chart_document,text,24,512,4,1.3451039791107178,1.369167983531952,1.325279951095581,0.04388803243637085,0.02598400041460991,0.2140439976938069,0.2342240009456873,0.5344120040535927,0.6354719698429108,0.4181879833340645,0.5271359980106354,0.0026741562178358436,0.0004574687518470455,0.001241156191099435,0.0010295624961145222,512,512,4096,512,4096,108,61.55040411465081,4.1198564182409285,0.0210775136947631,0.17333984375,0.291259765625,37.92592592592592,22.5,124.19999999999992,208,0.1203703703703703,0.1666666666666666,0.2592592592592592,1.2822265625,0.1884955362049442,1313,843,3.61328125,0.6328125,0.98046875,True
model_card_text_l24_m64,model_card,chart_document,text,24,64,4,0.8386240005493164,0.8662720024585724,0.8286719918251038,0.03760001063346863,0.02505600079894066,0.16570000152569264,0.18643200676888227,0.3987879902124405,0.40465597808361053,0.08500799536705017,0.10259199142456055,0.013535500038415194,0.0029130001057637855,0.006322749657556415,0.0016029998660087585,64,64,512,64,512,78,40.92994696884495,3.711861994848572,0.0363922119140625,0.27734375,0.462890625,6.564102564102564,3.0,31.299999999999983,39,0.3076923076923077,0.4358974358974359,0.6538461538461539,1.546875,0.3904687187374937,198,74,3.625,0.65625,0.96875,True
model_card_text_l44_m128,model_card,chart_document,text,44,128,4,0.8429680168628693,0.8615040183067322,0.8345760107040405,0.02692800760269165,0.025887999683618546,0.17364400217775255,0.1876000021584332,0.39570800215005875,0.4020639955997467,0.08739998191595078,0.10433599352836609,0.006730500143021345,0.0014656250168627594,0.003141124965623021,0.0008151249494403601,128,128,1024,128,1024,83,41.77305104725012,3.7322514198264223,0.0367984771728515,0.2880859375,0.451171875,12.337349397590362,6.0,50.19999999999993,93,0.2048192771084337,0.2650602409638554,0.4457831325301205,1.23046875,0.1336428546449687,315,232,3.71875,0.734375,0.984375,True
model_card_text_l44_m256,model_card,chart_document,text,44,256,4,0.8465439975261688,0.8670879900455475,0.8381120264530182,0.028975963592529297,0.02566399984061718,0.1841400001430884,0.2042400036007166,0.44873199611902237,0.45152001082897186,0.08841200917959213,0.10172802209854126,0.00338706246111542,0.0007978125140652992,0.0017637500423006713,0.0003973750863224268,256,256,2048,256,2048,96,47.23177896822719,3.855066949263196,0.0309529304504394,0.25439453125,0.40673828125,21.33333333333333,11.0,84.5,171,0.1770833333333333,0.2604166666666667,0.4270833333333333,1.23046875,0.1437704320567656,630,437,3.71875,0.7265625,0.9921875,True
model_card_text_l44_m32,model_card,chart_document,text,44,32,4,0.8251360058784485,0.8404319882392883,0.822160005569458,0.018271982669830322,0.025536000728607178,0.15628000104334205,0.17249600309878588,0.3947719968855381,0.40094397962093353,0.0776119977235794,0.09521600604057312,0.02626349963247776,0.005390500096837059,0.012529499363154173,0.00297550018876791,32,32,256,32,256,68,43.04796355696299,3.762314925619277,0.03173828125,0.23828125,0.3984375,3.764705882352941,2.0,11.65,19,0.4558823529411764,0.5588235294117647,0.7352941176470589,1.21875,0.1510865594204196,78,52,3.65625,0.6875,0.96875,True
model_card_text_l44_m512,model_card,chart_document,text,44,512,4,0.924000009894371,0.9470400214195251,0.920496016740799,0.026544004678726196,0.026496000587940216,0.20759600366000086,0.22939199907705188,0.5321319960057735,0.5425279885530472,0.07973600178956985,0.11020800471305847,0.00184968754183501,0.00044803124819736695,0.0010596249776426703,0.00021525000920519233,512,512,4096,512,4096,110,53.31855348362483,3.976284365978235,0.0266991853713989,0.22802734375,0.3642578125,37.23636363636364,16.0,145.39999999999986,290,0.1181818181818181,0.209090909090909,0.3181818181818182,1.0380859375,0.0289283461789035,1063,991,3.7734375,0.77734375,0.99609375,True
model_card_text_l44_m64,model_card,chart_document,text,44,64,4,0.9592880010604858,0.9718720018863678,0.9243200123310089,0.04755198955535889,0.027168000116944313,0.17938799771945924,0.19497600151225924,0.4477679878473282,0.46905598044395447,0.08867601305246353,0.09988799691200256,0.015185500029474497,0.0030465000236290507,0.0073289996944367886,0.00156074995175004,64,64,512,64,512,77,42.04853045650409,3.738824438281621,0.0346603393554687,0.265625,0.455078125,6.64935064935065,3.0,27.40000000000002,36,0.2857142857142857,0.4155844155844156,0.6233766233766234,1.1171875,0.1074041178505275,143,107,3.78125,0.796875,0.984375,True
model_card_text_l4_m128,model_card,chart_document,text,4,128,4,0.835968017578125,0.8532959818840027,0.8327039778232574,0.02059200406074524,0.02566399984061718,0.16570799809414893,0.1810559998266399,0.4037279896438122,0.41252799332141876,0.09411999583244324,0.10926398634910583,0.006666374858468771,0.0014144999986456241,0.003222874947823584,0.0008536248933523893,128,128,1024,128,1024,93,54.92759228464052,4.006015813964232,0.0262012481689453,0.2275390625,0.3681640625,11.010752688172044,7.0,39.39999999999995,67,0.1290322580645161,0.2365591397849462,0.4516129032258064,1.09375,0.1404893008465191,280,194,3.5,0.5625,0.9375,True
model_card_text_l4_m256,model_card,chart_document,text,4,256,4,0.8538640141487122,0.8756159842014313,0.8493280112743378,0.026287972927093506,0.02595200017094612,0.18903199839405715,0.20134399645030499,0.44360800087451935,0.45929601788520813,0.0920799970626831,0.11156800389289856,0.003420374938286841,0.0007864999861340038,0.0017941250698640943,0.000435812515206635,256,256,2048,256,2048,102,55.22796672137521,4.011469468485737,0.0290513038635253,0.2607421875,0.37255859375,20.07843137254902,12.0,56.89999999999998,181,0.1078431372549019,0.196078431372549,0.2745098039215686,1.259765625,0.1781791738480231,645,424,3.4921875,0.54296875,0.94921875,True
model_card_text_l4_m32,model_card,chart_document,text,4,32,4,0.8469440042972565,0.8646079897880554,0.8416639864444733,0.022944003343582153,0.02611199952661991,0.16161599883344024,0.18358399765565991,0.40417999774217606,0.41468800604343414,0.08843199908733368,0.11982399225234985,0.027018999680876732,0.005736999926739372,0.012959000188857317,0.003744499757885933,32,32,256,32,256,63,39.18179846163307,3.668212314005863,0.037445068359375,0.30078125,0.45703125,4.063492063492063,2.0,13.699999999999996,23,0.3333333333333333,0.5555555555555556,0.7301587301587301,1.15625,0.134411332297541,74,52,3.53125,0.5625,0.96875,True
