case_id,request_id,category,modality,layer,M,rank,token_count_x,wall_ms,wall_p25_ms,wall_p95_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,warmups,iterations,output_shape,route_identity,token_partition_identity,token_count_y,total_assignments,tokens,assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_assignment_fraction,top8_assignment_fraction,mean_active_expert_m,p50_active_expert_m,p95_active_expert_m,max_expert_m,tiny_expert_le1_fraction,tiny_expert_le2_fraction,tiny_expert_le4_fraction,rank_max_mean,rank_cv,rank_max,rank_min,unique_ranks_per_token,p_u4,p_u_ge3
deep_field_text_l24_m32,deep_field,natural,text,24,32,0,32,0.8489600121974945,0.8363040238618851,0.8912064045667648,0.02332800067961216,0.17913600010797381,0.3930560201406479,0.08987200260162354,3,20,"[32, 2048]",True,True,32,256,32,256,66,40.887221569426686,3.71081758316664,0.033111572265625,0.234375,0.41796875,3.878787878787879,1.5,13.0,18,0.5,0.5454545454545454,0.7272727272727273,1.3125,0.2653951211166098,84,41,3.59375,0.59375,1.0
deep_field_text_l24_m64,deep_field,natural,text,24,64,0,64,0.8563680052757263,0.8437919765710831,0.89482082426548,0.024064000695943832,0.1815359960310161,0.3978560119867325,0.09963199496269226,3,20,"[64, 2048]",True,True,64,512,64,512,82,46.12529220971657,3.831361437510631,0.0300979614257812,0.22265625,0.376953125,6.243902439024391,3.0,21.90000000000001,35,0.3292682926829268,0.4756097560975609,0.6585365853658537,1.265625,0.2251437257967119,162,97,3.65625,0.65625,1.0
deep_field_text_l24_m128,deep_field,natural,text,24,128,0,128,0.8755519986152649,0.8534400165081024,0.9369504243135452,0.02409599907696247,0.20508799888193607,0.4165920168161392,0.1006239652633667,3,20,"[128, 2048]",True,True,128,1024,128,1024,97,55.672464255986505,4.019485666636721,0.0254478454589843,0.212890625,0.35546875,10.556701030927837,6.0,38.19999999999993,73,0.2061855670103092,0.2989690721649484,0.4432989690721649,1.2578125,0.2389367265142463,322,184,3.625,0.6640625,0.9609375
deep_field_text_l24_m256,deep_field,natural,text,24,256,0,256,0.8627039790153503,0.8548479974269867,0.9056143939495087,0.025599999353289604,0.20214399695396423,0.4447840005159378,0.09465599060058594,3,20,"[256, 2048]",True,True,256,2048,256,2048,103,57.25065193645314,4.047439029905811,0.0254912376403808,0.216796875,0.3525390625,19.883495145631063,13.0,70.0,151,0.174757281553398,0.2524271844660194,0.2912621359223301,1.236328125,0.1976568289887765,633,382,3.64453125,0.67578125,0.96875
deep_field_text_l24_m512,deep_field,natural,text,24,512,0,512,0.9446879923343658,0.91907998919487,0.9887503743171693,0.026815999299287796,0.22840000549331307,0.5163519978523254,0.09603199362754822,3,20,"[512, 2048]",True,True,512,4096,512,4096,110,58.88001636122279,4.075501752294611,0.0234179496765136,0.1982421875,0.304931640625,37.23636363636364,19.0,111.29999999999998,274,0.1545454545454545,0.2272727272727272,0.2727272727272727,1.212890625,0.1733460331201332,1242,827,3.634765625,0.6640625,0.970703125
retina_vision_l24_m32,retina,fine_grained,vision,24,32,0,32,0.8507840037345886,0.8279439806938171,0.8817631870508195,0.02518399991095066,0.17496000230312347,0.3884640038013458,0.09275197982788086,3,20,"[32, 2048]",True,True,32,256,32,256,47,30.30534737511997,3.4113241779714407,0.04266357421875,0.29296875,0.484375,5.446808510638298,3.0,16.39999999999999,22,0.3404255319148936,0.4468085106382978,0.5957446808510638,1.484375,0.3023750387556816,95,42,3.71875,0.71875,1.0
retina_vision_l24_m64,retina,fine_grained,vision,24,64,0,64,0.8555839955806732,0.839047983288765,0.8797168225049973,0.022495999932289124,0.18569600023329258,0.3962720185518265,0.09340798854827881,3,20,"[64, 2048]",True,True,64,512,64,512,64,40.83820730388912,3.7096180967377537,0.032928466796875,0.25390625,0.41015625,8.0,4.5,22.69999999999999,40,0.15625,0.34375,0.5,1.4140625,0.2551950464228293,181,93,3.625,0.65625,0.96875
retina_vision_l24_m128,retina,fine_grained,vision,24,128,0,128,0.8396960198879242,0.8260400146245956,0.9190879911184311,0.023264000192284584,0.18363200360909104,0.3935360163450241,0.09395202994346619,3,20,"[128, 2048]",True,True,128,1024,128,1024,92,57.02386794790185,4.04346991611723,0.0234260559082031,0.1865234375,0.32421875,11.130434782608695,6.5,35.900000000000006,60,0.1195652173913043,0.2608695652173913,0.4347826086956521,1.43359375,0.2538010599413323,367,207,3.6171875,0.6484375,0.96875
retina_vision_l24_m256,retina,fine_grained,vision,24,256,0,256,0.8690719902515411,0.8563119918107986,0.9228160202503205,0.023584000766277313,0.20697600580751896,0.42763201892375946,0.1016480028629303,3,20,"[256, 2048]",True,True,256,2048,256,2048,108,67.8844042956912,4.217806321815852,0.0191388130187988,0.15673828125,0.271484375,18.96296296296296,12.0,58.64999999999999,91,0.0648148148148148,0.1203703703703703,0.2592592592592592,1.40625,0.2373026781036325,720,422,3.64453125,0.6640625,0.98046875
retina_vision_l24_m512,retina,fine_grained,vision,24,512,0,512,0.937936007976532,0.9294639974832535,0.9739360213279724,0.022655999287962914,0.2290079966187477,0.49328000843524933,0.12591996788978577,3,20,"[512, 2048]",True,True,512,4096,512,4096,118,76.82464404982692,4.341525474746159,0.0164921283721923,0.13720703125,0.235107421875,34.71186440677966,22.0,98.89999999999996,183,0.0762711864406779,0.0847457627118644,0.1525423728813559,1.341796875,0.2044668624629893,1374,829,3.68359375,0.69921875,0.984375
retina_text_l24_m32,retina,fine_grained,text,24,32,0,32,0.8522720038890839,0.8356960117816925,0.920753625035286,0.02409599907696247,0.17664000019431114,0.3911360055208206,0.09520000219345093,3,20,"[32, 2048]",True,True,32,256,32,256,71,46.7550090785068,3.844921396059283,0.03021240234375,0.24609375,0.390625,3.6056338028169015,2.0,11.0,22,0.380281690140845,0.5915492957746479,0.7323943661971831,1.453125,0.3234412741325695,93,35,3.46875,0.5,0.96875
retina_text_l24_m64,retina,fine_grained,text,24,64,0,64,0.8524160087108612,0.8441360145807266,0.8861871927976609,0.024992000311613083,0.1819039979018271,0.3859200030565262,0.09652799367904663,3,20,"[64, 2048]",True,True,64,512,64,512,83,52.33376670024194,3.957641797542255,0.0263595581054687,0.21484375,0.361328125,6.168674698795181,4.0,19.89999999999999,33,0.2289156626506024,0.3855421686746988,0.5542168674698795,1.46875,0.2948119103767688,188,84,3.578125,0.59375,0.984375
retina_text_l24_m128,retina,fine_grained,text,24,128,0,128,0.8457280099391937,0.8368880152702332,0.9051872223615647,0.0244159996509552,0.1825280012562871,0.4005280137062073,0.09705600142478943,3,20,"[128, 2048]",True,True,128,1024,128,1024,91,51.77226209463346,3.946854525045811,0.0267753601074218,0.21875,0.3564453125,11.252747252747254,6.0,40.0,73,0.2197802197802197,0.3296703296703296,0.4285714285714285,1.5078125,0.3214537595537654,386,158,3.546875,0.5625,0.984375
retina_text_l24_m256,retina,fine_grained,text,24,256,0,256,0.8767839968204498,0.8578160256147385,0.9158096283674241,0.02502400055527687,0.20907200267538428,0.4307360053062439,0.11177602410316467,3,20,"[256, 2048]",True,True,256,2048,256,2048,99,53.71822340823748,3.983752299779752,0.0260138511657714,0.20263671875,0.34521484375,20.68686868686869,12.0,76.19999999999999,164,0.1515151515151515,0.2424242424242424,0.3434343434343434,1.38671875,0.2459231799754117,710,360,3.54296875,0.5625,0.98046875
retina_text_l24_m512,retina,fine_grained,text,24,512,0,512,1.3625119924545288,1.3316559791564941,1.6800064444541931,0.023840000852942467,0.23323199665173888,0.5078400075435638,0.5170719921588898,3,20,"[512, 2048]",True,True,512,4096,512,4096,112,57.85198126798032,4.057887701419348,0.0249081850051879,0.207275390625,0.32861328125,36.57142857142857,19.0,121.24999999999972,357,0.125,0.2232142857142857,0.2946428571428571,1.328125,0.1953954901808325,1360,870,3.5546875,0.57421875,0.98046875
model_card_vision_l4_m32,model_card,chart_document,vision,4,32,0,32,1.5886560082435608,1.5372719764709473,1.6721391797065734,0.028255999088287354,0.23371200263500214,0.42683205008506775,0.15104001760482788,3,20,"[32, 2048]",True,True,32,256,32,256,64,39.23715994654144,3.669624255588088,0.03753662109375,0.29296875,0.4453125,4.0,2.0,11.0,23,0.375,0.5625,0.734375,1.1875,0.2176310668310018,76,42,3.625,0.65625,0.96875
model_card_vision_l4_m64,model_card,chart_document,vision,4,64,0,64,1.3629599809646606,1.3371839821338654,1.6074992537498474,0.02566399984061718,0.18473600037395954,0.4073920249938965,0.5718080699443817,3,20,"[64, 2048]",True,True,64,512,64,512,82,50.53823980314285,3.9227302735566094,0.0289688110351562,0.248046875,0.375,6.243902439024391,4.0,19.75000000000001,41,0.1707317073170731,0.3902439024390244,0.6097560975609756,1.3203125,0.2160124462921639,169,96,3.5625,0.578125,0.984375
model_card_vision_l4_m128,model_card,chart_document,vision,4,128,0,128,1.7874239683151245,1.7754879891872406,1.8266144275665284,0.02473600022494793,0.19260799791663885,0.6414880007505417,0.758080005645752,3,20,"[128, 2048]",True,True,128,1024,128,1024,111,69.01743790005914,4.2343591958573965,0.0199947357177734,0.173828125,0.2958984375,9.225225225225223,5.0,31.5,60,0.1531531531531531,0.2882882882882883,0.4504504504504504,1.3203125,0.1956832418791751,338,203,3.578125,0.609375,0.96875
model_card_vision_l4_m256,model_card,chart_document,vision,4,256,0,256,1.7970880270004272,1.7729679644107819,1.8306943595409393,0.02691200003027916,0.21088000433519483,0.46057598292827606,0.9751679599285126,3,20,"[256, 2048]",True,True,256,2048,256,2048,118,78.63580092949357,4.364827078297997,0.0170783996582031,0.15283203125,0.25537109375,17.35593220338983,11.5,51.599999999999966,109,0.0338983050847457,0.0677966101694915,0.1864406779661017,1.201171875,0.1335429133904037,615,423,3.55859375,0.5859375,0.97265625
model_card_vision_l4_m512,model_card,chart_document,vision,4,512,0,512,1.8107519745826721,1.8000320196151733,1.8480592131614686,0.025119999423623085,0.24836800154298544,0.5214400142431259,0.9412479996681213,3,20,"[512, 2048]",True,True,512,4096,512,4096,124,85.37030699348554,4.446998347050487,0.0151546001434326,0.139404296875,0.23095703125,33.03225806451613,24.0,90.24999999999996,175,0.0241935483870967,0.0403225806451612,0.064516129032258,1.16015625,0.1171569784471968,1188,852,3.517578125,0.55078125,0.966796875
model_card_text_l4_m32,model_card,chart_document,text,4,32,0,32,0.8646079897880554,0.8503119945526123,1.3762847900390625,0.023423999547958374,0.18358399765565991,0.3844959884881973,0.11982399225234985,3,20,"[32, 2048]",True,True,32,256,32,256,63,39.18179846163307,3.668212314005863,0.037445068359375,0.30078125,0.45703125,4.063492063492063,2.0,13.699999999999996,23,0.3333333333333333,0.5555555555555556,0.7301587301587301,1.15625,0.134411332297541,74,52,3.53125,0.5625,0.96875
model_card_text_l4_m64,model_card,chart_document,text,4,64,0,64,0.8504800200462341,0.8386159837245941,0.8821200221776963,0.024480000138282776,0.18284799996763468,0.3994560092687607,0.09220799803733826,3,20,"[64, 2048]",True,True,64,512,64,512,76,44.266126053688566,3.7902197356570713,0.0335006713867187,0.27734375,0.427734375,6.7368421052631575,3.0,24.0,42,0.1973684210526315,0.3684210526315789,0.6052631578947368,1.1171875,0.1545809291985107,143,94,3.5,0.5625,0.9375
model_card_text_l4_m128,model_card,chart_document,text,4,128,0,128,0.8532959818840027,0.8427440226078033,1.403540802001953,0.02412799932062626,0.1810559998266399,0.3858879804611206,0.10926398634910583,3,20,"[128, 2048]",True,True,128,1024,128,1024,93,54.92759228464052,4.006015813964232,0.0262012481689453,0.2275390625,0.3681640625,11.010752688172044,7.0,39.39999999999995,67,0.1290322580645161,0.2365591397849462,0.4516129032258064,1.09375,0.1404893008465191,280,194,3.5,0.5625,0.9375
model_card_text_l4_m256,model_card,chart_document,text,4,256,0,256,0.8756159842014313,0.8600239753723145,0.9334592133760455,0.0244159996509552,0.20134399645030499,0.41518400609493256,0.11156800389289856,3,20,"[256, 2048]",True,True,256,2048,256,2048,102,55.22796672137521,4.011469468485737,0.0290513038635253,0.2607421875,0.37255859375,20.07843137254902,12.0,56.89999999999998,181,0.1078431372549019,0.196078431372549,0.2745098039215686,1.259765625,0.1781791738480231,645,424,3.4921875,0.54296875,0.94921875
model_card_text_l4_m512,model_card,chart_document,text,4,512,0,512,1.5672320127487183,1.545408010482788,1.60878244638443,0.02380800060927868,0.2332960064522922,0.49241597950458527,0.7367520034313202,3,20,"[512, 2048]",True,True,512,4096,512,4096,109,56.93401085029581,4.041892892796393,0.0283049345016479,0.265380859375,0.364990234375,37.57798165137615,26.0,100.39999999999996,365,0.091743119266055,0.146788990825688,0.2018348623853211,1.224609375,0.1449397731535305,1254,878,3.548828125,0.591796875,0.95703125
deep_field_vision_l4_m32,deep_field,natural,vision,4,32,0,32,0.8648159801959991,0.8493600189685822,1.2406159937381744,0.024351999163627625,0.1818240052089095,0.39289598166942596,0.09803202748298645,3,20,"[32, 2048]",True,True,32,256,32,256,49,30.18901894194327,3.407478247064313,0.0478515625,0.34765625,0.53125,5.224489795918367,3.0,18.19999999999999,28,0.2244897959183673,0.4897959183673469,0.6938775510204082,1.1875,0.2390165396996618,76,38,3.59375,0.65625,0.9375
deep_field_vision_l4_m64,deep_field,natural,vision,4,64,0,64,0.8521279990673065,0.8403680175542831,1.1916336178779603,0.02518399991095066,0.1825760048814118,0.3956480026245117,0.09452798962593079,3,20,"[64, 2048]",True,True,64,512,64,512,68,40.920325625091735,3.7116268986542016,0.0338516235351562,0.26171875,0.427734375,7.529411764705882,4.5,27.249999999999996,41,0.1911764705882352,0.3823529411764705,0.5,1.2109375,0.1968687995055336,155,91,3.546875,0.609375,0.9375
deep_field_vision_l4_m128,deep_field,natural,vision,4,128,0,128,0.8778400123119354,0.8524000197649002,1.3439504086971288,0.02454400062561035,0.19148800522089005,0.4074079841375351,0.11742401123046875,3,20,"[128, 2048]",True,True,128,1024,128,1024,88,49.31651418974652,3.898258998380424,0.0295562744140625,0.2216796875,0.3642578125,11.636363636363637,5.0,37.29999999999998,90,0.0909090909090909,0.25,0.4318181818181818,1.24609375,0.2506248295276851,319,173,3.515625,0.5546875,0.9609375
deep_field_vision_l4_m256,deep_field,natural,vision,4,256,0,256,0.8662879765033722,0.8523839861154556,0.9431312143802645,0.023552000522613525,0.19689600355923176,0.440080001950264,0.10867199301719666,3,20,"[256, 2048]",True,True,256,2048,256,2048,110,56.6339567087788,4.036608747167187,0.0274052619934082,0.2275390625,0.35693359375,18.618181818181817,8.0,66.64999999999999,183,0.0545454545454545,0.1909090909090909,0.3,1.25390625,0.2207808906136494,642,388,3.5703125,0.58984375,0.98046875
deep_field_vision_l4_m512,deep_field,natural,vision,4,512,0,512,1.3536800146102905,1.3457840085029602,1.3974720299243928,0.025087999179959297,0.23043199954554439,0.5138559937477112,0.5057280361652374,3,20,"[512, 2048]",True,True,512,4096,512,4096,117,61.22073176343038,4.1144858864584135,0.0252606868743896,0.212890625,0.350830078125,35.00854700854701,17.0,136.5999999999998,339,0.0427350427350427,0.0854700854700854,0.1538461538461538,1.2275390625,0.1827046394047227,1257,826,3.587890625,0.6015625,0.986328125
deep_field_text_l4_m32,deep_field,natural,text,4,32,0,32,0.8665440082550049,0.8466640114784241,1.0961263537406922,0.02579200081527233,0.17540799919515848,0.38497598469257355,0.11055999994277954,3,20,"[32, 2048]",True,True,32,256,32,256,63,44.6124949613747,3.798013975874265,0.02935791015625,0.23046875,0.3828125,4.063492063492063,3.0,10.9,18,0.2857142857142857,0.4603174603174603,0.7301587301587301,1.234375,0.1649899381401787,79,50,3.5625,0.65625,0.90625
deep_field_text_l4_m64,deep_field,natural,text,4,64,0,64,0.8575679957866669,0.8435360044240952,0.9695519775152207,0.022975999861955643,0.1791040045209229,0.38713599741458893,0.09972798824310303,3,20,"[64, 2048]",True,True,64,512,64,512,84,50.63209226580502,3.924585609753794,0.028350830078125,0.232421875,0.384765625,6.095238095238095,4.0,20.849999999999994,38,0.25,0.4166666666666667,0.5833333333333334,1.15625,0.1280153875638589,148,109,3.59375,0.65625,0.9375
deep_field_text_l4_m128,deep_field,natural,text,4,128,0,128,0.8679679930210114,0.8555759936571121,1.1171135604381561,0.024320000782608986,0.19430400617420673,0.3972959965467453,0.11931201815605164,3,20,"[128, 2048]",True,True,128,1024,128,1024,103,62.191636277186845,4.13022052570691,0.0236949920654296,0.21484375,0.330078125,9.941747572815531,7.0,32.29999999999994,76,0.116504854368932,0.2524271844660194,0.4174757281553398,1.2890625,0.19160544481923,330,196,3.53125,0.5859375,0.9453125
deep_field_text_l4_m256,deep_field,natural,text,4,256,0,256,0.8798080086708069,0.8637039810419083,0.924639990925789,0.025599999353289604,0.20403200341388583,0.4267999976873398,0.11664000153541565,3,20,"[256, 2048]",True,True,256,2048,256,2048,112,60.82165279956983,4.107945857144197,0.0264945030212402,0.25048828125,0.35791015625,18.285714285714285,9.5,50.69999999999993,149,0.0892857142857142,0.1607142857142857,0.2946428571428571,1.3515625,0.2285197983059092,692,375,3.54296875,0.58984375,0.953125
deep_field_text_l4_m512,deep_field,natural,text,4,512,0,512,1.371343970298767,1.3521279990673065,1.415755158662796,0.027008000761270523,0.238623998593539,0.5068159997463226,0.5344799757003784,3,20,"[512, 2048]",True,True,512,4096,512,4096,117,61.45964110335357,4.118380717169401,0.0258657932281494,0.25341796875,0.346923828125,35.00854700854701,19.0,86.19999999999965,300,0.0512820512820512,0.1111111111111111,0.2222222222222222,1.3349609375,0.2191964090373363,1367,739,3.564453125,0.599609375,0.96484375
retina_vision_l4_m32,retina,fine_grained,vision,4,32,0,32,0.8725759983062744,0.8411679863929749,1.1306879639625549,0.02643200010061264,0.18167999666184187,0.3876959830522537,0.1087999939918518,3,20,"[32, 2048]",True,True,32,256,32,256,37,26.22185550356067,3.266593242557896,0.050384521484375,0.34765625,0.54296875,6.918918918918919,5.0,20.19999999999997,29,0.081081081081081,0.1891891891891892,0.4864864864864865,1.265625,0.2555535505280644,81,40,3.65625,0.6875,0.96875
retina_vision_l4_m64,retina,fine_grained,vision,4,64,0,64,0.8530719876289368,0.8346640020608902,0.9010240018367768,0.023840000852942467,0.17847999976947904,0.3866239935159683,0.09720000624656677,3,20,"[64, 2048]",True,True,64,512,64,512,65,36.17456685892003,3.588356298953675,0.0384902954101562,0.291015625,0.455078125,7.876923076923077,4.0,31.59999999999997,44,0.2615384615384615,0.4461538461538462,0.5692307692307692,1.3125,0.2262255036807852,168,92,3.765625,0.78125,0.984375
retina_vision_l4_m128,retina,fine_grained,vision,4,128,0,128,0.8857600092887878,0.8563199937343597,1.1363119602203369,0.024800000712275505,0.18715199874714017,0.39214402437210083,0.11983996629714966,3,20,"[128, 2048]",True,True,128,1024,128,1024,87,47.3351585171924,3.8572533284120993,0.0287971496582031,0.205078125,0.3701171875,11.770114942528735,5.0,44.0,61,0.1954022988505747,0.3103448275862069,0.4712643678160919,1.20703125,0.1380515394302522,309,213,3.65625,0.6875,0.96875
retina_vision_l4_m256,retina,fine_grained,vision,4,256,0,256,0.8732959926128387,0.8539520055055618,0.9428223818540574,0.024320000782608986,0.20350399939343333,0.44471998512744904,0.10711997747421265,3,20,"[256, 2048]",True,True,256,2048,256,2048,107,60.44974906605141,4.101812425952954,0.0225491523742675,0.1708984375,0.30322265625,19.14018691588785,9.0,68.39999999999998,105,0.0747663551401869,0.1495327102803738,0.2803738317757009,1.07421875,0.0500434686535896,550,478,3.63671875,0.6796875,0.95703125
retina_vision_l4_m512,retina,fine_grained,vision,4,512,0,512,1.3670560121536255,1.3566639423370361,1.418902361392975,0.024768000468611717,0.24257599981501698,0.5071680098772049,0.5193119943141937,3,20,"[512, 2048]",True,True,512,4096,512,4096,114,67.04081415890434,4.20530160047515,0.0201950073242187,0.15966796875,0.278076171875,35.92982456140351,21.0,119.84999999999994,222,0.0614035087719298,0.0964912280701754,0.1578947368421052,1.04296875,0.0302182586850894,1068,982,3.666015625,0.69921875,0.966796875
