case_id,request_id,category,modality,layer,M,ranks,rank_median_wall_ms,critical_wall_ms,rank_min_wall_ms,rank_spread_wall_ms,critical_layout_ms,dispatch_ms_mean_rank_ms,dispatch_ms_critical_ms,expert_ms_mean_rank_ms,expert_ms_critical_ms,combine_ms_mean_rank_ms,combine_ms_critical_ms,total_ms_per_token,dispatch_ms_per_token,expert_ms_per_token,combine_ms_per_token,token_count_x,token_count_y,total_assignments,tokens,assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_assignment_fraction,top8_assignment_fraction,mean_active_expert_m,p50_active_expert_m,p95_active_expert_m,max_expert_m,tiny_expert_le1_fraction,tiny_expert_le2_fraction,tiny_expert_le4_fraction,rank_max_mean,rank_cv,rank_max,rank_min,unique_ranks_per_token,p_u4,p_u_ge3,correctness
deep_field_text_l4_m128,deep_field,natural,text,4,128,4,0.8435280025005341,0.866351991891861,0.8344959914684296,0.031856000423431396,0.0261439997702837,0.17258399922866374,0.19363200198858976,0.41289200633764267,0.4219360053539276,0.0865039974451065,0.10019198060035706,0.006768374936655164,0.0015127500155358575,0.0032963750418275595,0.0007827498484402895,128,128,1024,128,1024,103,62.191636277186845,4.13022052570691,0.0236949920654296,0.21484375,0.330078125,9.941747572815531,7.0,32.29999999999994,76,0.116504854368932,0.2524271844660194,0.4174757281553398,1.2890625,0.19160544481923,330,196,3.53125,0.5859375,0.9453125,True
deep_field_text_l4_m256,deep_field,natural,text,4,256,4,0.8496159911155701,0.867391973733902,0.8415839970111847,0.025807976722717285,0.025919999927282333,0.1881200015777722,0.2045920006930828,0.44828000664711,0.4566880166530609,0.08323198556900024,0.08952000737190247,0.0033882498973980546,0.0007991875027073547,0.0017839375650510192,0.000349687528796494,256,256,2048,256,2048,112,60.82165279956983,4.107945857144197,0.0264945030212402,0.25048828125,0.35791015625,18.285714285714285,9.5,50.69999999999993,149,0.0892857142857142,0.1607142857142857,0.2946428571428571,1.3515625,0.2285197983059092,692,375,3.54296875,0.58984375,0.953125,True
deep_field_text_l4_m32,deep_field,natural,text,4,32,4,0.8328960090875626,0.8526559770107269,0.8251839876174927,0.027471989393234253,0.025855999439954758,0.15973200276494026,0.1791360047645867,0.39625199884176254,0.39931200444698334,0.08208800852298737,0.09361600875854492,0.026645499281585217,0.005598000148893334,0.01247850013896823,0.002925500273704529,32,32,256,32,256,63,44.6124949613747,3.798013975874265,0.02935791015625,0.23046875,0.3828125,4.063492063492063,3.0,10.9,18,0.2857142857142857,0.4603174603174603,0.7301587301587301,1.234375,0.1649899381401787,79,50,3.5625,0.65625,0.90625,True
deep_field_text_l4_m512,deep_field,natural,text,4,512,4,1.3189359903335571,1.3257440328598022,1.3031519651412964,0.02259206771850586,0.025887999683618546,0.20606000011321157,0.21644800016656518,0.5424399934709072,0.6298719495534897,0.39326803386211395,0.5137760043144226,0.0025893438141793013,0.0004227500003253226,0.0012302186514716595,0.0010034687584266067,512,512,4096,512,4096,117,61.45964110335357,4.118380717169401,0.0258657932281494,0.25341796875,0.346923828125,35.00854700854701,19.0,86.19999999999965,300,0.0512820512820512,0.1111111111111111,0.2222222222222222,1.3349609375,0.2191964090373363,1367,739,3.564453125,0.599609375,0.96484375,True
deep_field_text_l4_m64,deep_field,natural,text,4,64,4,0.8886159956455231,0.9187040030956268,0.8804799914360046,0.03822401165962219,0.02828799933195114,0.18212799995671958,0.20758400112390518,0.42466000095009804,0.43059201538562775,0.09132401645183563,0.10331201553344727,0.01435475004836917,0.0032435000175610185,0.0067280002404004335,0.0016142502427101135,64,64,512,64,512,84,50.63209226580502,3.924585609753794,0.028350830078125,0.232421875,0.384765625,6.095238095238095,4.0,20.849999999999994,38,0.25,0.4166666666666667,0.5833333333333334,1.15625,0.1280153875638589,148,109,3.59375,0.65625,0.9375,True
deep_field_vision_l24_m128,deep_field,natural,vision,24,128,4,0.8530079871416092,0.8730559945106506,0.8404319882392883,0.032624006271362305,0.02800000086426735,0.1757760007167235,0.1985119953751564,0.41439999267458916,0.4267679750919342,0.09047599881887436,0.10231998562812805,0.006820749957114458,0.0015508749638684094,0.003334124805405736,0.0007993748877197504,128,128,1024,128,1024,104,67.43653561712374,4.211186942521273,0.019561767578125,0.166015625,0.2802734375,9.846153846153848,6.5,29.69999999999999,53,0.125,0.2596153846153846,0.4230769230769231,1.2265625,0.1942745859501282,314,199,3.546875,0.59375,0.953125,True
deep_field_vision_l24_m256,deep_field,natural,vision,24,256,4,0.8473760187625885,0.8716799914836884,0.8384959995746613,0.0331839919090271,0.02582399919629097,0.18451599986292422,0.20668800128623843,0.4577079974114895,0.4654559791088104,0.08199598640203476,0.10203197598457336,0.0034049999667331576,0.0008073750050243689,0.0018181874183937907,0.0003985624061897397,256,256,2048,256,2048,115,76.12950679357436,4.332435926820509,0.0172085762023925,0.1474609375,0.2451171875,17.808695652173913,11.0,49.6,103,0.0434782608695652,0.0956521739130434,0.2260869565217391,1.22265625,0.2091577114098055,626,386,3.53515625,0.578125,0.95703125,True
deep_field_vision_l24_m32,deep_field,natural,vision,24,32,4,0.9102640002965927,0.9297600090503693,0.8761920034885406,0.05356800556182861,0.027807999402284622,0.1845240001566708,0.21052800305187702,0.40364400297403336,0.4236160218715668,0.11271199584007263,0.13807997107505798,0.02905500028282404,0.006579000095371157,0.013238000683486462,0.004314999096095562,32,32,256,32,256,46,29.71107777885374,3.3915199654524737,0.043701171875,0.2890625,0.5,5.565217391304348,3.0,15.75,23,0.3260869565217391,0.3695652173913043,0.6086956521739131,1.21875,0.1494619255446015,78,51,3.84375,0.84375,1.0,True
deep_field_vision_l24_m512,deep_field,natural,vision,24,512,4,0.923335999250412,0.9386399984359741,0.9103200137615204,0.028319984674453735,0.02735999971628189,0.20859199855476618,0.22430399525910616,0.5186799876391888,0.5399679690599442,0.08588000386953354,0.1091039776802063,0.001833281246945262,0.0004380937407404417,0.0010546249395702034,0.00021309370640665293,512,512,4096,512,4096,122,83.48812882034309,4.424704451933473,0.0157917737960815,0.14697265625,0.239013671875,33.57377049180328,24.0,91.89999999999998,194,0.0245901639344262,0.040983606557377,0.0983606557377049,1.1904296875,0.1841046954300583,1219,757,3.51953125,0.55859375,0.9609375,True
deep_field_vision_l24_m64,deep_field,natural,vision,24,64,4,0.8419120013713837,0.8653599917888641,0.8276959955692291,0.03766399621963501,0.02659199945628643,0.1695599986705929,0.19219200313091278,0.40130800008773804,0.40692800283432007,0.08342000097036362,0.09505602717399597,0.013521249871701002,0.003003000048920512,0.006358250044286251,0.001485250424593687,64,64,512,64,512,81,51.10581619446337,3.933898310585183,0.02593994140625,0.1953125,0.34375,6.320987654320987,4.0,20.0,29,0.2839506172839506,0.3950617283950617,0.5308641975308642,1.2890625,0.199103827146479,165,101,3.609375,0.65625,0.953125,True
deep_field_vision_l44_m128,deep_field,natural,vision,44,128,4,0.8429760038852692,0.8599199950695038,0.8324960172176361,0.027423977851867676,0.02550400048494339,0.17384800093714148,0.1904160031117499,0.40769199654459953,0.4147360026836395,0.08703199774026871,0.09944000840187073,0.006718124961480498,0.001487625024310546,0.003240125020965934,0.0007768750656396151,128,128,1024,128,1024,97,59.910266317414106,4.092847881377459,0.0245494842529296,0.2109375,0.3623046875,10.556701030927837,7.0,39.599999999999966,73,0.1030927835051546,0.1443298969072164,0.3814432989690721,1.09375,0.0574763240998521,280,240,3.6953125,0.7109375,0.984375,True
deep_field_vision_l44_m256,deep_field,natural,vision,44,256,4,0.8463360071182251,0.8609760105609894,0.8338080048561096,0.02716800570487976,0.026016000658273697,0.18311599956359714,0.20278399996459484,0.4577439948916435,0.47363199293613434,0.08065202087163925,0.09355202317237854,0.0033631875412538648,0.0007921249998616986,0.0018501249724067748,0.00036543759051710367,256,256,2048,256,2048,106,68.10781482367265,4.221091961691611,0.0204510688781738,0.18017578125,0.30615234375,19.32075471698113,12.5,64.0,130,0.0566037735849056,0.0943396226415094,0.1698113207547169,1.1328125,0.0794804294897492,580,472,3.75,0.7578125,0.9921875,True
deep_field_vision_l44_m32,deep_field,natural,vision,44,32,4,0.8283039927482605,0.8485440015792847,0.8172800242900848,0.03126397728919983,0.026784000918269157,0.16073599853552878,0.17806399380788207,0.3965959921479225,0.4036799818277359,0.08096800744533539,0.0963200032711029,0.026517000049352646,0.005564499806496315,0.012614999432116747,0.003010000102221966,32,32,256,32,256,47,25.47629798892094,3.237748529289548,0.058441162109375,0.38671875,0.6171875,5.446808510638298,3.0,23.7,27,0.2765957446808511,0.4893617021276595,0.7446808510638298,1.25,0.1939011507186071,80,50,3.9375,0.9375,1.0,True
deep_field_vision_l44_m512,deep_field,natural,vision,44,512,4,0.9212399870157242,0.9432160258293152,0.9089440107345581,0.03427201509475708,0.025119999423623085,0.21114799787756056,0.22931199613958597,0.5236120037734509,0.5416000038385391,0.0818600133061409,0.09486401081085205,0.0018422188004478812,0.00044787499246012885,0.0010578125074971467,0.0001852812711149454,512,512,4096,512,4096,114,76.99206836577707,4.34370240831131,0.0169757604598999,0.146484375,0.251953125,35.92982456140351,25.0,109.7,215,0.0350877192982456,0.043859649122807,0.0964912280701754,1.107421875,0.0915393870478905,1134,905,3.7265625,0.73828125,0.98828125,True
deep_field_vision_l44_m64,deep_field,natural,vision,44,64,4,0.840256005525589,0.8669600188732147,0.829695999622345,0.03726401925086975,0.026335999369621277,0.16618800174910575,0.18190400023013353,0.40337201207876205,0.4121280163526535,0.08749200403690338,0.10452800989151001,0.01354625029489398,0.0028422500035958365,0.006439500255510211,0.001633250154554844,64,64,512,64,512,80,44.68397476079947,3.799614930870905,0.0341720581054687,0.265625,0.458984375,6.4,3.0,30.099999999999994,35,0.2,0.375,0.625,1.046875,0.0452181129015243,134,120,3.828125,0.828125,1.0,True
deep_field_vision_l4_m128,deep_field,natural,vision,4,128,4,0.8387919962406158,0.8616959750652313,0.8296799957752228,0.032015979290008545,0.02582399919629097,0.16924400173593313,0.18926399946212769,0.4070119969546795,0.4188159853219986,0.09047199040651321,0.09881597757339478,0.00673199980519712,0.0014786249957978725,0.003271999885328114,0.0007719998247921467,128,128,1024,128,1024,88,49.31651418974652,3.898258998380424,0.0295562744140625,0.2216796875,0.3642578125,11.636363636363637,5.0,37.29999999999998,90,0.0909090909090909,0.25,0.4318181818181818,1.24609375,0.2506248295276851,319,173,3.515625,0.5546875,0.9609375,True
deep_field_vision_l4_m256,deep_field,natural,vision,4,256,4,0.8463679999113083,0.8610880076885223,0.8332639932632446,0.02782401442527771,0.027327999472618103,0.1819240020122379,0.20113600324839354,0.45438798889517784,0.4652799814939499,0.08565598726272583,0.1003359854221344,0.0033636250300332904,0.0007856875126890372,0.0018174999277107418,0.0003919374430552125,256,256,2048,256,2048,110,56.6339567087788,4.036608747167187,0.0274052619934082,0.2275390625,0.35693359375,18.618181818181817,8.0,66.64999999999999,183,0.0545454545454545,0.1909090909090909,0.3,1.25390625,0.2207808906136494,642,388,3.5703125,0.58984375,0.98046875,True
deep_field_vision_l4_m32,deep_field,natural,vision,4,32,4,0.8337039947509766,0.8527520000934601,0.828432023525238,0.024319976568222046,0.027168000116944313,0.16143599862698466,0.18035199912264943,0.39731600880622864,0.4048960208892822,0.0809439942240715,0.0886240005493164,0.026648500002920628,0.005635999972582795,0.01265300065279007,0.0027695000171661377,32,32,256,32,256,49,30.18901894194327,3.407478247064313,0.0478515625,0.34765625,0.53125,5.224489795918367,3.0,18.19999999999999,28,0.2244897959183673,0.4897959183673469,0.6938775510204082,1.1875,0.2390165396996618,76,38,3.59375,0.65625,0.9375,True
deep_field_vision_l4_m512,deep_field,natural,vision,4,512,4,1.3323760032653809,1.3569279909133911,1.3140320181846619,0.04289597272872925,0.024960000067949295,0.21767599682789296,0.23985599679872394,0.5455920025706291,0.6256479918956757,0.40183601528406143,0.5284640491008759,0.002650249982252717,0.0004684687437475077,0.0012219687341712415,0.0010321563459001482,512,512,4096,512,4096,117,61.22073176343038,4.1144858864584135,0.0252606868743896,0.212890625,0.350830078125,35.00854700854701,17.0,136.5999999999998,339,0.0427350427350427,0.0854700854700854,0.1538461538461538,1.2275390625,0.1827046394047227,1257,826,3.587890625,0.6015625,0.986328125,True
deep_field_vision_l4_m64,deep_field,natural,vision,4,64,4,0.8422479927539825,0.8606239855289459,0.8325120210647583,0.028111964464187622,0.027295999228954315,0.1658800016157329,0.18464000429958105,0.39946799725294113,0.4078399986028671,0.08258800208568573,0.09256002306938171,0.01344724977388978,0.002885000067180954,0.006372499978169799,0.0014462503604590893,64,64,512,64,512,68,40.920325625091735,3.7116268986542016,0.0338516235351562,0.26171875,0.427734375,7.529411764705882,4.5,27.249999999999996,41,0.1911764705882352,0.3823529411764705,0.5,1.2109375,0.1968687995055336,155,91,3.546875,0.609375,0.9375,True
model_card_text_l24_m128,model_card,chart_document,text,24,128,4,1.439624011516571,1.4524480104446411,1.230720043182373,0.22172796726226807,0.04601600021123886,0.3762759966775775,0.4406879935413599,0.45514000207185745,0.6110560297966003,0.35275600105524063,0.4487999379634857,0.011347250081598759,0.0034428749495418742,0.00477387523278594,0.003506249515339732,128,128,1024,128,1024,93,50.74427651965685,3.926798833624191,0.0287361145019531,0.228515625,0.3984375,11.010752688172044,6.0,52.0,72,0.2150537634408602,0.3118279569892473,0.3978494623655914,1.47265625,0.3583651742908778,377,152,3.6171875,0.640625,0.9765625,True
model_card_text_l24_m256,model_card,chart_document,text,24,256,4,1.4612319767475128,1.4786080121994019,1.238688051700592,0.23991996049880981,0.05027199909090996,0.3914039983646944,0.45988800283521414,0.4838639870285988,0.6125759780406952,0.3588399887084961,0.4564959406852722,0.0057758125476539135,0.0017964375110750552,0.0023928749142214656,0.0017831872683018446,256,256,2048,256,2048,102,57.77179141882952,4.056500618812641,0.0241332054138183,0.20751953125,0.34765625,20.07843137254902,12.0,82.19999999999982,128,0.1470588235294117,0.2156862745098039,0.2941176470588235,1.359375,0.2831559766787667,696,336,3.58203125,0.609375,0.97265625,True
model_card_text_l24_m32,model_card,chart_document,text,24,32,4,1.432615965604782,1.450063943862915,1.2333759665489197,0.21668797731399536,0.04540799930691719,0.37050799280405045,0.4382719895802438,0.4500880055129528,0.616367980837822,0.3540400341153145,0.4503520429134369,0.045314498245716095,0.01369599967438262,0.019261499401181936,0.014073501341044903,32,32,256,32,256,67,37.969895186422704,3.636793613808579,0.038787841796875,0.28125,0.48046875,3.82089552238806,2.0,14.399999999999991,21,0.4626865671641791,0.6417910447761194,0.8059701492537313,1.484375,0.3685976910026702,95,34,3.625,0.6875,0.9375,True
model_card_text_l24_m512,model_card,chart_document,text,24,512,4,1.3382319808006287,1.37118399143219,1.3177759647369385,0.053408026695251465,0.0424639992415905,0.23677599790971726,0.2606399985961616,0.5313639901578426,0.6245439946651459,0.3915640190243721,0.514240026473999,0.002678093733265996,0.0005090624972581281,0.001219812489580363,0.0010043750517070293,512,512,4096,512,4096,108,61.55040411465081,4.1198564182409285,0.0210775136947631,0.17333984375,0.291259765625,37.92592592592592,22.5,124.19999999999992,208,0.1203703703703703,0.1666666666666666,0.2592592592592592,1.2822265625,0.1884955362049442,1313,843,3.61328125,0.6328125,0.98046875,True
model_card_text_l24_m64,model_card,chart_document,text,24,64,4,1.4431839883327484,1.4636799693107605,1.240127980709076,0.22355198860168457,0.047968000173568726,0.37431200046557933,0.4422239987179637,0.4501640014350414,0.6170559972524643,0.35697199404239655,0.45233601331710815,0.022869999520480633,0.006909749979968183,0.009641499957069755,0.007067750208079815,64,64,512,64,512,78,40.92994696884495,3.711861994848572,0.0363922119140625,0.27734375,0.462890625,6.564102564102564,3.0,31.299999999999983,39,0.3076923076923077,0.4358974358974359,0.6538461538461539,1.546875,0.3904687187374937,198,74,3.625,0.65625,0.96875,True
model_card_text_l44_m128,model_card,chart_document,text,44,128,4,0.8362879902124405,0.857232004404068,0.8261280059814453,0.03110399842262268,0.026048000901937485,0.1713559995405376,0.1897760033607483,0.39937999844551086,0.4127199947834015,0.08842799812555313,0.1032000184059143,0.006697125034406781,0.001482625026255846,0.003224374959245324,0.0008062501437962055,128,128,1024,128,1024,83,41.77305104725012,3.7322514198264223,0.0367984771728515,0.2880859375,0.451171875,12.337349397590362,6.0,50.19999999999993,93,0.2048192771084337,0.2650602409638554,0.4457831325301205,1.23046875,0.1336428546449687,315,232,3.71875,0.734375,0.984375,True
model_card_text_l44_m256,model_card,chart_document,text,44,256,4,0.8479280024766922,0.8622559905052185,0.8335199952125549,0.028735995292663574,0.02537599951028824,0.18410399986896664,0.20652800053358078,0.445532001554966,0.44811198115348816,0.08842800557613373,0.10043200850486755,0.00336818746291101,0.0008067500020842999,0.0017504374263808131,0.0003923125332221389,256,256,2048,256,2048,96,47.23177896822719,3.855066949263196,0.0309529304504394,0.25439453125,0.40673828125,21.33333333333333,11.0,84.5,171,0.1770833333333333,0.2604166666666667,0.4270833333333333,1.23046875,0.1437704320567656,630,437,3.71875,0.7265625,0.9921875,True
model_card_text_l44_m32,model_card,chart_document,text,44,32,4,0.8315840065479279,0.8488959968090057,0.824400007724762,0.024495989084243774,0.02735999971628189,0.16003199946135283,0.17623999761417508,0.39807600528001785,0.4047200083732605,0.07875999808311462,0.08747199177742004,0.02652799990028143,0.005507499925442971,0.01264750026166439,0.0027334997430443764,32,32,256,32,256,68,43.04796355696299,3.762314925619277,0.03173828125,0.23828125,0.3984375,3.764705882352941,2.0,11.65,19,0.4558823529411764,0.5588235294117647,0.7352941176470589,1.21875,0.1510865594204196,78,52,3.65625,0.6875,0.96875,True
model_card_text_l44_m512,model_card,chart_document,text,44,512,4,0.9213600009679794,0.9490239918231964,0.9122079908847809,0.03681600093841553,0.027615999802947044,0.2112520020455122,0.23128000367432833,0.526287991553545,0.5354399979114532,0.07792798429727554,0.09067198634147644,0.0018535624840296805,0.0004517187571764225,0.0010457812459208071,0.00017709372332319617,512,512,4096,512,4096,110,53.31855348362483,3.976284365978235,0.0266991853713989,0.22802734375,0.3642578125,37.23636363636364,16.0,145.39999999999986,290,0.1181818181818181,0.209090909090909,0.3181818181818182,1.0380859375,0.0289283461789035,1063,991,3.7734375,0.77734375,0.99609375,True
model_card_text_l44_m64,model_card,chart_document,text,44,64,4,0.8335999846458435,0.8570400178432465,0.822847992181778,0.034192025661468506,0.029664000496268272,0.1623600018210709,0.17985600093379617,0.40098800510168076,0.40804801881313324,0.0806960016489029,0.09400001168251038,0.013391250278800726,0.002810250014590565,0.006375750293955207,0.0014687501825392246,64,64,512,64,512,77,42.04853045650409,3.738824438281621,0.0346603393554687,0.265625,0.455078125,6.64935064935065,3.0,27.40000000000002,36,0.2857142857142857,0.4155844155844156,0.6233766233766234,1.1171875,0.1074041178505275,143,107,3.78125,0.796875,0.984375,True
model_card_text_l4_m128,model_card,chart_document,text,4,128,4,0.8517040014266968,0.869488000869751,0.8387840092182159,0.030703991651535034,0.027807999402284622,0.17118800221942365,0.19044799963012338,0.40514399483799934,0.40935999155044556,0.09237200766801834,0.10192000865936279,0.0067928750067949295,0.0014878749971103389,0.003198124933987856,0.0007962500676512718,128,128,1024,128,1024,93,54.92759228464052,4.006015813964232,0.0262012481689453,0.2275390625,0.3681640625,11.010752688172044,7.0,39.39999999999995,67,0.1290322580645161,0.2365591397849462,0.4516129032258064,1.09375,0.1404893008465191,280,194,3.5,0.5625,0.9375,True
model_card_text_l4_m256,model_card,chart_document,text,4,256,4,0.8473760038614273,0.8642240166664124,0.839136004447937,0.025088012218475342,0.026335999369621277,0.1810000000987202,0.19985600002110004,0.4518759958446026,0.4671199768781662,0.08628401160240173,0.09625601768493652,0.0033758750651031733,0.000780687500082422,0.0018246874096803367,0.0003760000690817833,256,256,2048,256,2048,102,55.22796672137521,4.011469468485737,0.0290513038635253,0.2607421875,0.37255859375,20.07843137254902,12.0,56.89999999999998,181,0.1078431372549019,0.196078431372549,0.2745098039215686,1.259765625,0.1781791738480231,645,424,3.4921875,0.54296875,0.94921875,True
model_card_text_l4_m32,model_card,chart_document,text,4,32,4,0.8342319875955582,0.8532160222530365,0.8207039833068848,0.03251203894615173,0.02687999978661537,0.16282399953342974,0.18288000393658876,0.39911600202322006,0.40556803345680237,0.07467200607061386,0.0849120020866394,0.02666300069540739,0.005715000123018399,0.012674001045525074,0.0026535000652074814,32,32,256,32,256,63,39.18179846163307,3.668212314005863,0.037445068359375,0.30078125,0.45703125,4.063492063492063,2.0,13.699999999999996,23,0.3333333333333333,0.5555555555555556,0.7301587301587301,1.15625,0.134411332297541,74,52,3.53125,0.5625,0.96875,True
model_card_text_l4_m512,model_card,chart_document,text,4,512,4,1.5500719845294952,1.5609599947929382,1.5271040201187134,0.033855974674224854,0.028831999748945236,0.2154840015573427,0.22804800095036626,0.609532006084919,0.745743989944458,0.4287640228867531,0.7442880570888519,0.0030487499898299575,0.0004454062518561841,0.0014565312303602695,0.001453687611501664,512,512,4096,512,4096,109,56.93401085029581,4.041892892796393,0.0283049345016479,0.265380859375,0.364990234375,37.57798165137615,26.0,100.39999999999996,365,0.091743119266055,0.146788990825688,0.2018348623853211,1.224609375,0.1449397731535305,1254,878,3.548828125,0.591796875,0.95703125,True
