task,wave,layer,phase,rank,physical_m,fresh_m,worklist_scope,assignments,active_experts,median_m_e,p90_m_e,max_m_e,tiny_le4_active_fraction,large_ge16_active_fraction,m_e_cv,inactive_fraction
gsm8k,56,3,late,1,96,96,measured_dense_runtime,150,45,2.0,6.0,17,0.7777777777777778,0.022222222222222223,0.9316651759081692,0.296875
gsm8k,56,3,late,2,96,96,measured_dense_runtime,233,49,3.0,8.200000000000003,35,0.6326530612244898,0.02040816326530612,1.1388846894847715,0.234375
gsm8k,56,3,late,3,96,96,measured_dense_runtime,178,50,2.5,8.100000000000001,13,0.8,0.0,0.8411221245938382,0.21875
gsm8k,56,4,late,0,96,96,measured_dense_runtime,207,38,4.0,10.0,24,0.5526315789473685,0.05263157894736842,0.9545311840506409,0.40625
gsm8k,56,4,late,1,96,96,measured_dense_runtime,207,30,4.0,12.100000000000001,52,0.6,0.06666666666666667,1.360235842011862,0.53125
gsm8k,56,4,late,2,96,96,measured_dense_runtime,107,29,2.0,10.0,18,0.7931034482758621,0.034482758620689655,1.1188442185403502,0.546875
gsm8k,56,4,late,3,96,96,measured_dense_runtime,247,43,3.0,11.800000000000004,29,0.5348837209302325,0.09302325581395349,1.027590660647974,0.328125
gsm8k,56,5,late,0,96,96,measured_dense_runtime,188,36,4.0,11.5,23,0.5555555555555556,0.05555555555555555,1.0193909897780842,0.4375
gsm8k,56,5,late,1,96,96,measured_dense_runtime,299,44,4.0,14.0,36,0.5681818181818182,0.09090909090909091,1.0697480083334199,0.3125
gsm8k,56,5,late,2,96,96,measured_dense_runtime,164,38,3.0,9.300000000000004,17,0.6842105263157895,0.02631578947368421,0.8975642894954732,0.40625
gsm8k,56,5,late,3,96,96,measured_dense_runtime,117,42,2.0,5.0,11,0.8571428571428571,0.0,0.6808163101206028,0.34375
gsm8k,56,6,late,0,96,96,measured_dense_runtime,317,41,4.0,19.0,58,0.5121951219512195,0.12195121951219512,1.4265861788428682,0.359375
gsm8k,56,6,late,1,96,96,measured_dense_runtime,113,29,3.0,9.0,11,0.6551724137931034,0.0,0.7782580837494036,0.546875
gsm8k,56,6,late,2,96,96,measured_dense_runtime,144,40,3.0,7.100000000000001,11,0.675,0.0,0.7264831572567789,0.375
gsm8k,56,6,late,3,96,96,measured_dense_runtime,194,36,4.0,11.0,20,0.5833333333333334,0.08333333333333333,0.8255794719802649,0.4375
gsm8k,56,7,late,0,96,96,measured_dense_runtime,331,30,8.0,22.60000000000001,39,0.3333333333333333,0.26666666666666666,0.8612603701852805,0.53125
gsm8k,56,7,late,1,96,96,measured_dense_runtime,144,27,3.0,13.600000000000009,27,0.5925925925925926,0.1111111111111111,1.1215224028078976,0.578125
gsm8k,56,7,late,2,96,96,measured_dense_runtime,153,30,3.0,13.600000000000009,22,0.6666666666666666,0.1,1.143716150688688,0.53125
gsm8k,56,7,late,3,96,96,measured_dense_runtime,140,33,3.0,7.0,25,0.7575757575757576,0.030303030303030304,1.0493924384118263,0.484375
gsm8k,56,8,late,0,96,96,measured_dense_runtime,202,33,4.0,13.8,20,0.5454545454545454,0.09090909090909091,0.8882242175051803,0.484375
gsm8k,56,8,late,1,96,96,measured_dense_runtime,147,27,3.0,14.200000000000006,30,0.6296296296296297,0.1111111111111111,1.188589369678452,0.578125
gsm8k,56,8,late,2,96,96,measured_dense_runtime,244,41,3.0,13.0,25,0.5365853658536586,0.0975609756097561,1.0443986837355508,0.359375
gsm8k,56,8,late,3,96,96,measured_dense_runtime,175,29,3.0,13.2,31,0.6896551724137931,0.06896551724137931,1.260903466178283,0.546875
gsm8k,56,9,late,0,96,96,measured_dense_runtime,174,29,3.0,12.599999999999998,39,0.6206896551724138,0.06896551724137931,1.2670295910807805,0.546875
gsm8k,56,9,late,1,96,96,measured_dense_runtime,112,26,3.5,9.5,12,0.7307692307692307,0.0,0.7800117738514841,0.59375
gsm8k,56,9,late,2,96,96,measured_dense_runtime,280,32,3.0,23.300000000000015,53,0.5625,0.1875,1.289834667462367,0.5
gsm8k,56,9,late,3,96,96,measured_dense_runtime,202,36,4.5,12.0,18,0.5,0.05555555555555555,0.8169966830050001,0.4375
gsm8k,56,10,late,0,96,96,measured_dense_runtime,256,41,5.0,11.0,25,0.4146341463414634,0.07317073170731707,0.8597655362619218,0.359375
gsm8k,56,10,late,1,96,96,measured_dense_runtime,195,30,4.5,12.600000000000009,34,0.5,0.1,1.104232488455288,0.53125
gsm8k,56,10,late,2,96,96,measured_dense_runtime,116,32,2.5,7.800000000000004,14,0.78125,0.0,0.8985389117789919,0.5
gsm8k,56,10,late,3,96,96,measured_dense_runtime,201,31,4.0,16.0,23,0.5161290322580645,0.16129032258064516,0.9554570610912968,0.515625
gsm8k,56,11,late,0,96,96,measured_dense_runtime,221,35,2.0,11.200000000000003,66,0.6571428571428571,0.08571428571428572,1.8119559072967286,0.453125
gsm8k,56,11,late,1,96,96,measured_dense_runtime,329,16,11.5,57.5,88,0.375,0.375,1.2016155211552726,0.75
gsm8k,56,11,late,2,96,96,measured_dense_runtime,122,25,2.0,15.0,17,0.68,0.08,1.101719844833949,0.609375
gsm8k,56,11,late,3,96,96,measured_dense_runtime,96,22,3.0,10.600000000000009,20,0.7727272727272727,0.045454545454545456,1.1088736151809386,0.65625
gsm8k,56,12,late,0,96,96,measured_dense_runtime,299,26,5.5,30.5,43,0.4230769230769231,0.3076923076923077,1.0404778490807975,0.59375
gsm8k,56,12,late,1,96,96,measured_dense_runtime,167,27,4.0,13.800000000000015,29,0.5185185185185185,0.1111111111111111,1.07877537963004,0.578125
gsm8k,56,12,late,2,96,96,measured_dense_runtime,138,23,3.0,15.8,31,0.6956521739130435,0.13043478260869565,1.2797191720921781,0.640625
gsm8k,56,12,late,3,96,96,measured_dense_runtime,164,24,3.0,19.39999999999999,38,0.7083333333333334,0.125,1.394516327699786,0.625
gsm8k,56,13,late,0,96,96,measured_dense_runtime,127,33,3.0,7.800000000000001,23,0.7272727272727273,0.030303030303030304,1.106348248976287,0.484375
gsm8k,56,13,late,1,96,96,measured_dense_runtime,181,32,4.0,11.900000000000002,17,0.5625,0.03125,0.7926395934509398,0.5
gsm8k,56,13,late,2,96,96,measured_dense_runtime,102,23,2.0,7.0,26,0.782608695652174,0.08695652173913043,1.3094751260442352,0.640625
gsm8k,56,13,late,3,96,96,measured_dense_runtime,358,34,4.0,25.4,78,0.5294117647058824,0.23529411764705882,1.398880896709376,0.46875
gsm8k,56,14,late,0,96,96,measured_dense_runtime,332,28,6.5,28.100000000000012,48,0.32142857142857145,0.2857142857142857,1.0799778495924781,0.5625
gsm8k,56,14,late,1,96,96,measured_dense_runtime,126,30,3.0,8.0,14,0.6,0.0,0.7614085685848543,0.53125
gsm8k,56,14,late,2,96,96,measured_dense_runtime,156,26,2.0,17.5,41,0.7692307692307693,0.11538461538461539,1.6158932858054431,0.59375
gsm8k,56,14,late,3,96,96,measured_dense_runtime,154,29,4.0,10.2,20,0.5517241379310345,0.034482758620689655,0.8232168307397651,0.546875
gsm8k,56,15,late,0,96,96,measured_dense_runtime,105,23,3.0,8.0,14,0.5652173913043478,0.0,0.7880053178452422,0.640625
gsm8k,56,15,late,1,96,96,measured_dense_runtime,295,35,5.0,17.6,54,0.4857142857142857,0.14285714285714285,1.1766667629671244,0.453125
gsm8k,56,15,late,2,96,96,measured_dense_runtime,156,20,6.0,15.200000000000003,27,0.45,0.1,0.8794909172380767,0.6875
gsm8k,56,15,late,3,96,96,measured_dense_runtime,212,28,4.0,14.800000000000011,55,0.6071428571428571,0.10714285714285714,1.5270201939847778,0.5625
gsm8k,56,16,late,0,96,96,measured_dense_runtime,196,34,4.0,10.7,29,0.5588235294117647,0.058823529411764705,1.0635766710853374,0.46875
gsm8k,56,16,late,1,96,96,measured_dense_runtime,130,25,3.0,12.600000000000001,27,0.68,0.08,1.2307692307692308,0.609375
gsm8k,56,16,late,2,96,96,measured_dense_runtime,191,28,2.5,14.3,42,0.6071428571428571,0.07142857142857142,1.4502050757243794,0.5625
gsm8k,56,16,late,3,96,96,measured_dense_runtime,251,24,5.0,32.89999999999999,41,0.4166666666666667,0.20833333333333334,1.1583078676397955,0.625
gsm8k,56,17,late,0,96,96,measured_dense_runtime,182,25,3.0,16.6,37,0.52,0.16,1.144994830844888,0.609375
gsm8k,56,17,late,1,96,96,measured_dense_runtime,191,24,6.5,16.4,36,0.4166666666666667,0.125,1.049094996886094,0.625
gsm8k,56,17,late,2,96,96,measured_dense_runtime,148,23,3.0,22.000000000000004,24,0.7391304347826086,0.17391304347826086,1.2009933190988564,0.640625
gsm8k,56,17,late,3,96,96,measured_dense_runtime,247,34,3.5,22.4,28,0.5882352941176471,0.17647058823529413,1.1590620089589863,0.46875
gsm8k,56,18,late,0,96,96,measured_dense_runtime,134,31,3.0,10.0,16,0.7419354838709677,0.06451612903225806,0.9554570610912969,0.515625
gsm8k,56,18,late,1,96,96,measured_dense_runtime,228,28,5.5,17.6,38,0.4642857142857143,0.14285714285714285,0.9866763993430784,0.5625
gsm8k,56,18,late,2,96,96,measured_dense_runtime,163,26,4.0,17.0,24,0.6153846153846154,0.15384615384615385,1.064112153745992,0.59375
gsm8k,56,18,late,3,96,96,measured_dense_runtime,243,26,5.5,19.0,46,0.46153846153846156,0.15384615384615385,1.150064038619682,0.59375
gsm8k,56,19,late,0,96,96,measured_dense_runtime,220,25,4.0,17.000000000000007,60,0.56,0.12,1.4160385903132013,0.609375
gsm8k,56,19,late,1,96,96,measured_dense_runtime,223,36,4.0,13.0,28,0.5833333333333334,0.05555555555555555,0.9891831882513786,0.4375
gsm8k,56,19,late,2,96,96,measured_dense_runtime,252,31,7.0,16.0,26,0.2903225806451613,0.12903225806451613,0.7102842060141682,0.515625
gsm8k,56,19,late,3,96,96,measured_dense_runtime,73,23,2.0,5.0,11,0.8260869565217391,0.0,0.8291915589272086,0.640625
gsm8k,56,20,late,0,96,96,measured_dense_runtime,77,23,3.0,7.0,10,0.782608695652174,0.0,0.713458789341318,0.640625
gsm8k,56,20,late,1,96,96,measured_dense_runtime,288,37,3.0,21.199999999999996,59,0.5675675675675675,0.1891891891891892,1.428463950983454,0.421875
gsm8k,56,20,late,2,96,96,measured_dense_runtime,249,30,3.0,27.300000000000004,51,0.6,0.16666666666666666,1.4198306582402926,0.53125
gsm8k,56,20,late,3,96,96,measured_dense_runtime,154,29,3.0,10.2,21,0.5172413793103449,0.034482758620689655,0.8902973932757551,0.546875
gsm8k,56,21,late,0,96,96,measured_dense_runtime,131,30,3.0,9.100000000000001,14,0.6666666666666666,0.0,0.7987593083080925,0.53125
gsm8k,56,21,late,1,96,96,measured_dense_runtime,148,28,3.5,8.600000000000001,34,0.6071428571428571,0.03571428571428571,1.1963848637238574,0.5625
gsm8k,56,21,late,2,96,96,measured_dense_runtime,215,29,7.0,16.0,31,0.4482758620689655,0.13793103448275862,0.898577687495698,0.546875
gsm8k,56,21,late,3,96,96,measured_dense_runtime,274,29,5.0,26.4,48,0.4482758620689655,0.1724137931034483,1.184653768008165,0.546875
gsm8k,56,22,late,0,96,96,measured_dense_runtime,351,36,7.5,20.5,38,0.3611111111111111,0.19444444444444445,0.8780985440759682,0.4375
gsm8k,56,22,late,1,96,96,measured_dense_runtime,167,26,3.0,14.0,46,0.6923076923076923,0.11538461538461539,1.463150096179944,0.59375
gsm8k,56,22,late,2,96,96,measured_dense_runtime,163,27,3.0,17.400000000000002,21,0.5555555555555556,0.14814814814814814,1.0480926723529933,0.578125
gsm8k,56,22,late,3,96,96,measured_dense_runtime,87,24,2.0,5.0,20,0.75,0.08333333333333333,1.3080742578200455,0.625
gsm8k,56,23,late,0,96,96,measured_dense_runtime,258,42,5.0,11.899999999999999,41,0.47619047619047616,0.023809523809523808,1.0975495921666536,0.34375
gsm8k,56,23,late,1,96,96,measured_dense_runtime,134,29,3.0,10.599999999999998,13,0.6206896551724138,0.0,0.7985423342922647,0.546875
gsm8k,56,23,late,2,96,96,measured_dense_runtime,147,24,4.0,16.799999999999997,24,0.5416666666666666,0.125,1.025362124212621,0.625
gsm8k,56,23,late,3,96,96,measured_dense_runtime,229,33,4.0,13.200000000000003,60,0.5454545454545454,0.09090909090909091,1.5254494592436854,0.484375
gsm8k,56,24,late,0,96,96,measured_dense_runtime,209,29,5.0,17.0,22,0.4482758620689655,0.1724137931034483,0.8898749773605978,0.546875
gsm8k,56,24,late,1,96,96,measured_dense_runtime,297,30,5.0,24.400000000000006,38,0.4666666666666667,0.3,1.0169297790704712,0.53125
gsm8k,56,24,late,2,96,96,measured_dense_runtime,136,28,2.0,8.600000000000001,29,0.75,0.07142857142857142,1.425029593573605,0.5625
gsm8k,56,24,late,3,96,96,measured_dense_runtime,126,22,2.0,16.50000000000001,36,0.6818181818181818,0.13636363636363635,1.4332375295374378,0.65625
gsm8k,56,25,late,0,96,96,measured_dense_runtime,161,31,4.0,10.0,18,0.5161290322580645,0.03225806451612903,0.7922603116232718,0.515625
gsm8k,56,25,late,1,96,96,measured_dense_runtime,227,31,6.0,15.0,21,0.3548387096774194,0.0967741935483871,0.7295771324637945,0.515625
gsm8k,56,25,late,2,96,96,measured_dense_runtime,154,24,4.0,12.7,28,0.5833333333333334,0.08333333333333333,1.063587998202654,0.625
gsm8k,56,25,late,3,96,96,measured_dense_runtime,226,31,5.0,19.0,31,0.4838709677419355,0.12903225806451613,1.0620390815450766,0.515625
gsm8k,56,26,late,0,96,96,measured_dense_runtime,203,33,4.0,12.400000000000002,28,0.5151515151515151,0.06060606060606061,0.9836440570915219,0.484375
gsm8k,56,26,late,1,96,96,measured_dense_runtime,120,24,3.0,11.099999999999998,29,0.625,0.041666666666666664,1.2274635093014645,0.625
gsm8k,56,26,late,2,96,96,measured_dense_runtime,234,36,4.0,19.0,28,0.5277777777777778,0.1111111111111111,1.1797658533669066,0.4375
gsm8k,56,26,late,3,96,96,measured_dense_runtime,211,27,4.0,13.400000000000013,61,0.6666666666666666,0.1111111111111111,1.578021139082977,0.578125
gsm8k,56,27,late,0,96,96,measured_dense_runtime,300,39,4.0,17.00000000000003,41,0.5384615384615384,0.10256410256410256,1.1534585673818833,0.390625
gsm8k,56,27,late,1,96,96,measured_dense_runtime,177,29,4.0,19.4,26,0.5517241379310345,0.13793103448275862,1.1540092581664425,0.546875
gsm8k,56,27,late,2,96,96,measured_dense_runtime,175,26,4.0,15.0,35,0.5384615384615384,0.11538461538461539,1.0976338187209795,0.59375
gsm8k,56,27,late,3,96,96,measured_dense_runtime,116,26,2.5,11.0,15,0.6923076923076923,0.0,0.9813965152246695,0.59375
gsm8k,56,28,late,0,96,96,measured_dense_runtime,103,19,3.0,11.399999999999999,19,0.5263157894736842,0.05263157894736842,0.8470560819878538,0.703125
gsm8k,56,28,late,1,96,96,measured_dense_runtime,118,29,3.0,9.2,12,0.6896551724137931,0.0,0.8162033307006444,0.546875
gsm8k,56,28,late,2,96,96,measured_dense_runtime,238,36,3.0,15.0,35,0.5833333333333334,0.1111111111111111,1.2315727402180239,0.4375
gsm8k,56,28,late,3,96,96,measured_dense_runtime,309,36,5.0,16.5,54,0.4722222222222222,0.1111111111111111,1.355160363117699,0.4375
gsm8k,56,29,late,0,96,96,measured_dense_runtime,217,28,5.0,14.3,31,0.39285714285714285,0.07142857142857142,0.8201599875833034,0.5625
gsm8k,56,29,late,1,96,96,measured_dense_runtime,227,35,4.0,14.0,38,0.5428571428571428,0.08571428571428572,1.1059462372568982,0.453125
gsm8k,56,29,late,2,96,96,measured_dense_runtime,195,31,4.0,16.0,30,0.5806451612903226,0.12903225806451613,1.1550193465880858,0.515625
gsm8k,56,29,late,3,96,96,measured_dense_runtime,129,30,3.5,8.200000000000003,13,0.6333333333333333,0.0,0.7598876502688987,0.53125
gsm8k,56,30,late,0,96,96,measured_dense_runtime,102,30,2.0,7.0,16,0.7333333333333333,0.03333333333333333,0.9563724233927214,0.53125
gsm8k,56,30,late,1,96,96,measured_dense_runtime,232,34,4.0,16.099999999999998,33,0.5588235294117647,0.11764705882352941,1.156394104366481,0.46875
gsm8k,56,30,late,2,96,96,measured_dense_runtime,138,29,3.0,9.599999999999998,25,0.6551724137931034,0.06896551724137931,1.100495391685196,0.546875
gsm8k,56,30,late,3,96,96,measured_dense_runtime,296,38,4.0,16.60000000000001,57,0.5526315789473685,0.13157894736842105,1.4422945814241803,0.40625
gsm8k,56,31,late,0,96,96,measured_dense_runtime,109,32,3.0,6.0,11,0.75,0.0,0.6640452909797274,0.5
gsm8k,56,31,late,1,96,96,measured_dense_runtime,114,23,4.0,9.0,16,0.5652173913043478,0.043478260869565216,0.8146095976311508,0.640625
gsm8k,56,31,late,2,96,96,measured_dense_runtime,265,39,5.0,13.400000000000006,34,0.46153846153846156,0.07692307692307693,1.0021408198726907,0.390625
gsm8k,56,31,late,3,96,96,measured_dense_runtime,280,42,5.0,13.899999999999999,38,0.42857142857142855,0.09523809523809523,1.089888591947426,0.34375
gsm8k,57,1,late,0,64,64,measured_dense_runtime,148,43,2.0,7.0,13,0.7441860465116279,0.0,0.8689199697358195,0.328125
gsm8k,57,1,late,1,64,64,measured_dense_runtime,89,35,2.0,4.0,7,0.9142857142857143,0.0,0.5896468208270529,0.453125
gsm8k,57,1,late,2,64,64,measured_dense_runtime,198,45,3.0,6.600000000000001,24,0.6666666666666666,0.06666666666666667,1.103463118547462,0.296875
gsm8k,57,1,late,3,64,64,measured_dense_runtime,77,31,2.0,5.0,9,0.8709677419354839,0.0,0.860873424372808,0.515625
gsm8k,57,2,late,0,64,64,measured_dense_runtime,138,49,3.0,5.0,7,0.8775510204081632,0.0,0.5304229031694231,0.234375
gsm8k,57,2,late,1,64,64,measured_dense_runtime,96,36,2.0,5.5,8,0.8611111111111112,0.0,0.701560760020114,0.4375
gsm8k,57,2,late,2,64,64,measured_dense_runtime,138,46,2.0,6.0,9,0.7608695652173914,0.0,0.7550154363844119,0.28125
gsm8k,57,2,late,3,64,64,measured_dense_runtime,140,50,2.0,5.100000000000001,10,0.82,0.0,0.7889543583705186,0.21875
gsm8k,57,3,late,0,64,64,measured_dense_runtime,122,43,2.0,5.800000000000004,12,0.8372093023255814,0.0,0.8393538677729062,0.328125
gsm8k,57,3,late,1,64,64,measured_dense_runtime,109,43,2.0,4.0,15,0.9069767441860465,0.0,1.1038950558143312,0.328125
gsm8k,57,3,late,2,64,64,measured_dense_runtime,171,43,3.0,7.0,27,0.7441860465116279,0.023255813953488372,1.0396206951421234,0.328125
gsm8k,57,3,late,3,64,64,measured_dense_runtime,110,40,2.0,6.100000000000001,9,0.85,0.0,0.7703170968841767,0.375
gsm8k,57,4,late,0,64,64,measured_dense_runtime,112,28,3.0,7.5000000000000036,17,0.7142857142857143,0.03571428571428571,0.9797047660246574,0.5625
gsm8k,57,4,late,1,64,64,measured_dense_runtime,149,27,3.0,8.400000000000002,34,0.6666666666666666,0.07407407407407407,1.1932349887176779,0.578125
gsm8k,57,4,late,2,64,64,measured_dense_runtime,49,23,1.0,3.8000000000000007,8,0.9130434782608695,0.0,0.8339925200694916,0.640625
gsm8k,57,4,late,3,64,64,measured_dense_runtime,202,42,3.0,10.799999999999997,28,0.6666666666666666,0.07142857142857142,1.170245094423159,0.34375
gsm8k,57,5,late,0,64,64,measured_dense_runtime,129,33,3.0,6.0,24,0.7575757575757576,0.030303030303030304,1.06011826232944,0.484375
gsm8k,57,5,late,1,64,64,measured_dense_runtime,186,41,3.0,9.0,25,0.6829268292682927,0.04878048780487805,1.0755913494768763,0.359375
gsm8k,57,5,late,2,64,64,measured_dense_runtime,128,37,3.0,6.399999999999999,13,0.7837837837837838,0.0,0.8700333371845587,0.421875
gsm8k,57,5,late,3,64,64,measured_dense_runtime,69,32,2.0,4.0,5,0.9375,0.0,0.5692904156928219,0.5
gsm8k,57,6,late,0,64,64,measured_dense_runtime,203,36,3.0,11.5,43,0.5833333333333334,0.05555555555555555,1.3172804338912714,0.4375
gsm8k,57,6,late,1,64,64,measured_dense_runtime,87,27,3.0,6.0,9,0.7407407407407407,0.0,0.7033130363576254,0.578125
gsm8k,57,6,late,2,64,64,measured_dense_runtime,119,34,3.0,8.099999999999998,10,0.8235294117647058,0.0,0.7535430517577221,0.46875
gsm8k,57,6,late,3,64,64,measured_dense_runtime,103,30,2.5,7.100000000000001,10,0.7666666666666667,0.0,0.6838288020559353,0.53125
gsm8k,57,7,late,0,64,64,measured_dense_runtime,262,30,6.0,20.200000000000003,38,0.3333333333333333,0.16666666666666666,0.9638897171092884,0.53125
gsm8k,57,7,late,1,64,64,measured_dense_runtime,81,23,2.0,6.0,16,0.6956521739130435,0.043478260869565216,0.9651763104045461,0.640625
gsm8k,57,7,late,2,64,64,measured_dense_runtime,96,26,2.0,8.0,12,0.6923076923076923,0.0,0.8116983224490898,0.59375
gsm8k,57,7,late,3,64,64,measured_dense_runtime,73,24,2.0,6.699999999999999,9,0.7916666666666666,0.0,0.8023936792113684,0.625
gsm8k,57,8,late,0,64,64,measured_dense_runtime,142,32,2.0,11.800000000000004,21,0.71875,0.0625,1.1167690808419697,0.5
gsm8k,57,8,late,1,64,64,measured_dense_runtime,104,25,2.0,10.200000000000003,20,0.76,0.04,1.1491893206406663,0.609375
gsm8k,57,8,late,2,64,64,measured_dense_runtime,178,38,2.5,11.300000000000004,22,0.6578947368421053,0.05263157894736842,1.0720184620056454,0.40625
gsm8k,57,8,late,3,64,64,measured_dense_runtime,88,28,1.5,8.3,18,0.8571428571428571,0.03571428571428571,1.2489665149121894,0.5625
gsm8k,57,9,late,0,64,64,measured_dense_runtime,135,21,3.0,14.0,39,0.5714285714285714,0.09523809523809523,1.3160609639774858,0.671875
gsm8k,57,9,late,1,64,64,measured_dense_runtime,110,27,3.0,8.400000000000002,11,0.6666666666666666,0.0,0.7254522670276365,0.578125
gsm8k,57,9,late,2,64,64,measured_dense_runtime,144,30,2.5,10.100000000000001,35,0.7,0.06666666666666667,1.3979565112718662,0.53125
gsm8k,57,9,late,3,64,64,measured_dense_runtime,123,31,3.0,8.0,16,0.7096774193548387,0.03225806451612903,0.9131786069657868,0.515625
gsm8k,57,10,late,0,64,64,measured_dense_runtime,153,33,4.0,8.8,15,0.5757575757575758,0.0,0.6899063563042815,0.484375
gsm8k,57,10,late,1,64,64,measured_dense_runtime,168,29,3.0,9.599999999999998,31,0.6206896551724138,0.06896551724137931,1.2014081401731789,0.546875
gsm8k,57,10,late,2,64,64,measured_dense_runtime,85,30,2.0,4.100000000000001,15,0.9,0.0,0.9647776156974545,0.53125
gsm8k,57,10,late,3,64,64,measured_dense_runtime,106,26,3.0,9.5,13,0.7692307692307693,0.0,0.8329713228167592,0.59375
gsm8k,57,11,late,0,64,64,measured_dense_runtime,157,29,3.0,9.799999999999994,38,0.6896551724137931,0.10344827586206896,1.445930018781601,0.546875
gsm8k,57,11,late,1,64,64,measured_dense_runtime,247,15,10.0,39.8,64,0.4,0.3333333333333333,1.0944361515994048,0.765625
gsm8k,57,11,late,2,64,64,measured_dense_runtime,77,18,2.0,15.3,17,0.7777777777777778,0.1111111111111111,1.2535663410560172,0.71875
gsm8k,57,11,late,3,64,64,measured_dense_runtime,31,17,1.0,4.4,5,0.8823529411764706,0.0,0.7578929112561763,0.734375
gsm8k,57,12,late,0,64,64,measured_dense_runtime,197,24,4.0,17.4,29,0.5,0.20833333333333334,0.9707914466449378,0.625
gsm8k,57,12,late,1,64,64,measured_dense_runtime,153,25,3.0,14.600000000000001,28,0.56,0.08,1.0592672353617731,0.609375
gsm8k,57,12,late,2,64,64,measured_dense_runtime,90,20,2.0,15.200000000000003,18,0.75,0.1,1.1956712046501872,0.6875
gsm8k,57,12,late,3,64,64,measured_dense_runtime,72,19,2.0,5.599999999999994,25,0.8947368421052632,0.05263157894736842,1.4694680737440626,0.703125
gsm8k,57,13,late,0,64,64,measured_dense_runtime,75,27,2.0,5.0,10,0.7777777777777778,0.0,0.8158431221748457,0.578125
gsm8k,57,13,late,1,64,64,measured_dense_runtime,130,29,4.0,10.0,15,0.6206896551724138,0.0,0.8067026904437787,0.546875
gsm8k,57,13,late,2,64,64,measured_dense_runtime,55,23,1.0,4.800000000000001,15,0.8695652173913043,0.0,1.2315413979546252,0.640625
gsm8k,57,13,late,3,64,64,measured_dense_runtime,252,30,4.0,16.1,59,0.5333333333333333,0.13333333333333333,1.3212319316011056,0.53125
gsm8k,57,14,late,0,64,64,measured_dense_runtime,225,28,4.5,21.200000000000003,28,0.5,0.14285714285714285,1.017797185647077,0.5625
gsm8k,57,14,late,1,64,64,measured_dense_runtime,74,26,1.5,6.5,9,0.8076923076923077,0.0,0.8533866704782131,0.59375
gsm8k,57,14,late,2,64,64,measured_dense_runtime,96,18,2.5,10.700000000000006,36,0.7777777777777778,0.1111111111111111,1.5662455107677085,0.71875
gsm8k,57,14,late,3,64,64,measured_dense_runtime,117,25,3.0,10.0,19,0.68,0.04,0.93573155459256,0.609375
gsm8k,57,15,late,0,64,64,measured_dense_runtime,78,18,3.0,9.3,10,0.5555555555555556,0.0,0.7994080650317895,0.71875
gsm8k,57,15,late,1,64,64,measured_dense_runtime,171,27,4.0,11.800000000000015,41,0.5185185185185185,0.1111111111111111,1.2499307460039915,0.578125
gsm8k,57,15,late,2,64,64,measured_dense_runtime,106,18,3.0,14.0,15,0.6111111111111112,0.0,0.8693589459251526,0.71875
gsm8k,57,15,late,3,64,64,measured_dense_runtime,157,26,3.0,14.5,40,0.6538461538461539,0.11538461538461539,1.5305853086563084,0.59375
gsm8k,57,16,late,0,64,64,measured_dense_runtime,89,25,3.0,8.0,10,0.76,0.0,0.7787740876927396,0.609375
gsm8k,57,16,late,1,64,64,measured_dense_runtime,110,22,2.0,12.800000000000004,28,0.7272727272727273,0.09090909090909091,1.3711309200802089,0.65625
gsm8k,57,16,late,2,64,64,measured_dense_runtime,165,21,3.0,16.0,43,0.6190476190476191,0.14285714285714285,1.4287870754199357,0.671875
gsm8k,57,16,late,3,64,64,measured_dense_runtime,148,22,3.0,13.900000000000002,32,0.5909090909090909,0.09090909090909091,1.193557700905489,0.65625
gsm8k,57,17,late,0,64,64,measured_dense_runtime,103,16,4.0,14.0,22,0.5625,0.0625,0.915663181073955,0.75
gsm8k,57,17,late,1,64,64,measured_dense_runtime,159,21,7.0,18.0,32,0.42857142857142855,0.14285714285714285,1.013730350111134,0.671875
gsm8k,57,17,late,2,64,64,measured_dense_runtime,46,14,2.0,7.100000000000003,12,0.7857142857142857,0.0,0.9233374165911001,0.78125
gsm8k,57,17,late,3,64,64,measured_dense_runtime,204,33,2.0,18.400000000000002,27,0.6363636363636364,0.18181818181818182,1.2180164259322739,0.484375
gsm8k,57,18,late,0,64,64,measured_dense_runtime,85,23,3.0,7.800000000000001,13,0.6956521739130435,0.0,0.8385190438214335,0.640625
gsm8k,57,18,late,1,64,64,measured_dense_runtime,165,23,6.0,14.8,24,0.4782608695652174,0.08695652173913043,0.8500418614442053,0.640625
gsm8k,57,18,late,2,64,64,measured_dense_runtime,85,24,3.0,8.799999999999997,16,0.8333333333333334,0.041666666666666664,1.0437488992597226,0.625
gsm8k,57,18,late,3,64,64,measured_dense_runtime,177,23,6.0,14.400000000000002,41,0.43478260869565216,0.08695652173913043,1.098895472670211,0.640625
gsm8k,57,19,late,0,64,64,measured_dense_runtime,159,20,4.0,19.100000000000016,39,0.6,0.15,1.2146508820066801,0.6875
gsm8k,57,19,late,1,64,64,measured_dense_runtime,143,28,4.0,9.900000000000002,14,0.5357142857142857,0.0,0.718171944832412,0.5625
gsm8k,57,19,late,2,64,64,measured_dense_runtime,151,31,4.0,9.0,20,0.6129032258064516,0.03225806451612903,0.8387881932205936,0.515625
gsm8k,57,19,late,3,64,64,measured_dense_runtime,59,19,3.0,6.199999999999999,12,0.8421052631578947,0.0,0.8545466214207139,0.703125
