accepted_set_change_fraction,aligned_rows,baseline_live_ratio,baseline_wave,benchmark_correct,benchmark_delta_vs_baseline,benchmark_total,confidence_logit_margin_abs_change_mean,elapsed_seconds_observer,final_sequence_exact,final_sequence_total,layers,live_aligned_rows,live_top1_flip_fraction,mode,nfe,per_sample_score_flips,phase,policy,policy_live_ratio,policy_wave,sampled_js_mean,sampled_kl_mean,sampled_logits_rows,task,top1_flip_fraction,dataset,direct_e2e_optimistic_percent,post_epoch_live_weighted_percent,current_step_exact,benchmark_vector_safe,final_trajectory_exact
0.0993914807302231,992.0,0.4969758064516129,0.0,6,1,32,1.0110294117647058,6.815311670303345,0,32,"1,2,3,4,5,6,7,13,22,23,24,25,26,28,29,30",493.0,0.6612576064908722,routed_bypass,93,1,middle,greedy_routed_bypass_middle_k16,0.4969758064516129,0.0,,,16.0,gsm8k,0.4112903225806452,gsm8k,13.235502456978965,5.88392800758843,False,False,False
0.0,1024.0,1.0,36.0,5,0,32,0.0,10.506896257400513,30,32,"6,9",1024.0,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k02,1.0,36.0,,,16.0,gsm8k,0.0,gsm8k,0.1191839310546865,0.10771946112413316,True,True,False
0.0,1024.0,1.0,36.0,5,0,32,0.0,9.76196789741516,29,32,"6,9,11,14",1024.0,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k04,1.0,36.0,,,16.0,gsm8k,0.0,gsm8k,0.2429738423373714,0.21960184676097388,True,True,False
0.0,1024.0,1.0,36.0,5,0,32,0.0,9.02934503555298,29,32,"6,9,11,14,16,18,20,22",1024.0,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k08,1.0,36.0,,,16.0,gsm8k,0.0,gsm8k,0.4887626792740193,0.44174790983213363,True,True,False
0.0,1024.0,1.0,36.0,5,0,32,0.0,9.6273295879364,30,32,"1,6,8,9,10,11,14,15,16,17,18,20,22,23,27,28",1024.0,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k16,1.0,36.0,,,16.0,gsm8k,0.0,gsm8k,0.9781158560345102,0.8840295163671281,True,True,False
0.019047619047619,960.0,0.328125,8.0,5,0,32,0.2962301587301587,9.758373022079468,25,32,"26,29",315.0,0.1269841269841269,stale_routed,64,0,late,greedy_stale_routed_late_k02,0.328125,8.0,,,16.0,gsm8k,0.0666666666666666,gsm8k,1.6975741494704124,0.30698046518504507,False,True,False
0.019047619047619,960.0,0.328125,8.0,5,0,32,0.3861111111111111,9.93099880218506,18,32,"6,15,26,29",315.0,0.1873015873015873,stale_routed,66,0,late,greedy_stale_routed_late_k04,0.328125,8.0,,,16.0,gsm8k,0.0916666666666666,gsm8k,3.4918064439784917,0.6314400857500441,False,True,False
0.0349206349206349,960.0,0.328125,8.0,5,0,32,0.5121031746031746,9.26953911781311,20,32,"5,6,15,21,23,26,29,31",315.0,0.2634920634920635,stale_routed,62,0,late,greedy_stale_routed_late_k08,0.328125,8.0,,,16.0,gsm8k,0.1458333333333333,gsm8k,6.807940925398448,1.2311125690050733,False,True,False
0.0444444444444444,960.0,0.328125,8.0,5,0,32,0.6859126984126984,10.356236934661863,15,32,"1,2,3,5,6,12,13,15,21,22,23,26,27,28,29,31",315.0,0.3047619047619048,stale_routed,72,0,late,greedy_stale_routed_late_k16,0.328125,8.0,,,16.0,gsm8k,0.1802083333333333,gsm8k,14.191676146762868,2.566348778725147,False,True,False
0.0,992.0,0.4969758064516129,0.0,5,0,32,0.0,9.534663915634155,14,32,"2,6",493.0,0.0,stale_routed,62,0,middle,greedy_stale_routed_middle_k02,0.4969758064516129,0.0,,,16.0,gsm8k,0.0,gsm8k,1.7128522715280217,0.7614595279675982,True,True,False
0.0,992.0,0.4969758064516129,0.0,5,0,32,0.0,9.098268747329712,16,32,"2,4,6,28",493.0,0.0,stale_routed,64,0,middle,greedy_stale_routed_middle_k04,0.4969758064516129,0.0,,,16.0,gsm8k,0.0,gsm8k,3.404281786938766,1.5133954314919307,True,True,False
0.0,992.0,0.4969758064516129,0.0,5,0,32,0.0,9.958444118499756,13,32,"2,4,6,7,15,20,27,28",493.0,0.0,stale_routed,62,0,middle,greedy_stale_routed_middle_k08,0.4969758064516129,0.0,,,16.0,gsm8k,0.0,gsm8k,6.8913516300571835,3.0635948274750175,True,True,False
0.0,992.0,0.4969758064516129,0.0,5,0,32,0.0,11.005608081817629,4,32,"2,3,4,6,7,8,11,12,15,17,20,25,26,27,28,29",493.0,0.0,stale_routed,73,0,middle,greedy_stale_routed_middle_k16,0.4969758064516129,0.0,,,16.0,gsm8k,0.0,gsm8k,13.374902868117438,5.945899359717529,True,True,False
0.0236907730673316,1024.0,0.783203125,29.0,6,0,32,0.4648534912718204,6.521814346313477,22,32,"1,6",802.0,0.1957605985037406,layer_bypass,84,0,early,greedy_layer_bypass_early_k02,0.783203125,29.0,,,16.0,humaneval,0.181640625,humaneval,0.0780061541309153,0.061094663684564524,False,True,False
0.0798004987531172,1024.0,0.783203125,29.0,6,0,32,0.8228647132169576,6.587730646133423,22,32,"1,2,6,21",802.0,0.2930174563591022,layer_bypass,86,0,early,greedy_layer_bypass_early_k04,0.783203125,29.0,,,16.0,humaneval,0.27734375,humaneval,0.16755090817893792,0.13122639488233223,False,True,False
0.2107231920199501,1024.0,0.783203125,29.0,6,0,32,1.4586190773067331,7.234869956970215,18,32,"1,2,4,6,8,11,18,21",802.0,0.4738154613466334,layer_bypass,93,0,early,greedy_layer_bypass_early_k08,0.783203125,29.0,,,16.0,humaneval,0.451171875,humaneval,0.43043111908637466,0.3371149975656958,False,True,False
0.3154613466334164,1024.0,0.783203125,29.0,6,0,32,2.3439837905236907,8.104951858520508,0,32,"1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,25",802.0,0.8354114713216958,layer_bypass,105,4,early,greedy_layer_bypass_early_k16,0.783203125,29.0,,,16.0,humaneval,0.81640625,humaneval,0.8529180166618475,0.6680080560183611,False,False,False
0.0779220779220779,576.0,0.1336805555555555,2.0,7,1,32,0.5478896103896104,6.689288139343262,16,32,"5,6",77.0,0.2337662337662337,layer_bypass,92,1,late,greedy_layer_bypass_late_k02,0.1336805555555555,2.0,,,16.0,humaneval,0.1458333333333333,humaneval,1.5815772121250835,0.27183358333399876,False,False,False
0.1038961038961039,576.0,0.1336805555555555,2.0,7,1,32,1.0073051948051948,7.748915910720825,14,32,"1,3,5,6",77.0,0.3506493506493506,layer_bypass,106,1,late,greedy_layer_bypass_late_k04,0.1336805555555555,2.0,,,16.0,humaneval,0.2291666666666666,humaneval,3.4234553801362964,0.5884063934609259,False,False,False
0.1688311688311688,576.0,0.1336805555555555,2.0,5,-1,32,1.025974025974026,7.610398769378662,11,32,"1,3,5,6,7,12,13,18",77.0,0.7792207792207793,layer_bypass,104,1,late,greedy_layer_bypass_late_k08,0.1336805555555555,2.0,,,16.0,humaneval,0.3993055555555556,humaneval,6.68251372591449,1.1485570466415531,False,False,False
0.1818181818181818,576.0,0.1336805555555555,2.0,3,-3,32,1.1225649350649352,9.222581148147585,13,32,"1,3,4,5,6,7,8,9,12,13,15,16,18,21,24,25",77.0,0.935064935064935,layer_bypass,126,5,late,greedy_layer_bypass_late_k16,0.1336805555555555,2.0,,,16.0,humaneval,0.6336805555555556,humaneval,13.380631712988711,2.299796075669935,False,False,False
0.090566037735849,576.0,0.4600694444444444,0.0,5,-1,32,0.5117924528301887,7.50618839263916,8,32,"1,2",265.0,0.3433962264150943,layer_bypass,97,1,middle,greedy_layer_bypass_middle_k02,0.4600694444444444,0.0,,,16.0,humaneval,0.3038194444444444,humaneval,5.74126398242245,2.6351504606821794,False,False,False
0.1169811320754717,576.0,0.4600694444444444,0.0,4,-2,32,0.7033018867924529,8.399243354797363,2,32,"1,2,3,5",265.0,0.5245283018867924,layer_bypass,114,4,middle,greedy_layer_bypass_middle_k04,0.4600694444444444,0.0,,,16.0,humaneval,0.4322916666666667,humaneval,9.957466274186636,4.570321434441133,False,False,False
0.1433962264150943,576.0,0.4600694444444444,0.0,0,-6,32,0.8716981132075472,8.209531307220459,0,32,"1,2,3,5,6,7,8,12",265.0,0.9622641509433962,layer_bypass,112,6,middle,greedy_layer_bypass_middle_k08,0.4600694444444444,0.0,,,16.0,humaneval,0.7135416666666666,humaneval,18.45047453502481,8.468479522911778,False,False,False
0.1132075471698113,576.0,0.4600694444444444,0.0,0,-6,32,0.7165094339622642,12.613029718399048,0,32,"1,2,3,4,5,6,7,8,9,10,11,12,14,25,26,27",265.0,0.9509433962264152,layer_bypass,167,6,middle,greedy_layer_bypass_middle_k16,0.4600694444444444,0.0,,,16.0,humaneval,0.7725694444444444,humaneval,35.723478460696874,16.396518434108916,False,False,False
0.0236907730673316,1024.0,0.783203125,29.0,6,0,32,0.3815461346633416,6.538450241088867,22,32,"10,11",802.0,0.1870324189526184,routed_bypass,91,0,early,greedy_routed_bypass_early_k02,0.783203125,29.0,,,16.0,humaneval,0.169921875,humaneval,0.052323455111222994,0.040979893553907076,False,True,False
0.0511221945137157,1024.0,0.783203125,29.0,6,0,32,0.5547849127182045,9.384095191955566,22,32,"10,11,13,23",802.0,0.2319201995012468,routed_bypass,91,0,early,greedy_routed_bypass_early_k04,0.783203125,29.0,,,16.0,humaneval,0.20703125,humaneval,0.10562571778176559,0.08272639224704688,False,True,False
0.0673316708229426,1024.0,0.783203125,29.0,6,0,32,0.6541458852867831,6.3634302616119385,20,32,"1,4,7,10,11,13,23,26",802.0,0.2655860349127182,routed_bypass,87,0,early,greedy_routed_bypass_early_k08,0.783203125,29.0,,,16.0,humaneval,0.2421875,humaneval,0.20596387497925972,0.16131155052086552,False,True,False
0.1296758104738154,1024.0,0.783203125,29.0,7,1,32,1.203163965087282,6.487685918807983,14,32,"1,2,4,7,8,10,11,12,13,14,16,17,18,23,26,27",802.0,0.4613466334164589,routed_bypass,90,1,early,greedy_routed_bypass_early_k16,0.783203125,29.0,,,16.0,humaneval,0.423828125,humaneval,0.4113999965013966,0.3222097628848829,False,False,False
0.0129870129870129,576.0,0.1336805555555555,2.0,6,0,32,0.3068181818181818,5.814594984054565,20,32,"3,5",77.0,0.1038961038961039,routed_bypass,81,0,late,greedy_routed_bypass_late_k02,0.1336805555555555,2.0,,,16.0,humaneval,0.1006944444444444,humaneval,0.9617386979710703,0.1652988387137777,False,True,False
0.0779220779220779,576.0,0.1336805555555555,2.0,6,0,32,0.4488636363636363,6.252758264541626,19,32,"3,5,8,25",77.0,0.2337662337662337,routed_bypass,78,0,late,greedy_routed_bypass_late_k04,0.1336805555555555,2.0,,,16.0,humaneval,0.15625,humaneval,1.9759795306174004,0.3396214818248657,False,True,False
0.1038961038961039,576.0,0.1336805555555555,2.0,6,0,32,0.916396103896104,6.1505656242370605,13,32,"3,5,7,8,9,24,25,28",77.0,0.4155844155844156,routed_bypass,86,0,late,greedy_routed_bypass_late_k08,0.1336805555555555,2.0,,,16.0,humaneval,0.2256944444444444,humaneval,3.908728126934987,0.6718126468169509,False,True,False
0.0909090909090909,576.0,0.1336805555555555,2.0,7,1,32,1.0219155844155845,8.122002601623535,10,32,"1,2,3,4,5,7,8,9,13,15,20,24,25,26,27,28",77.0,0.7662337662337663,routed_bypass,113,1,late,greedy_routed_bypass_late_k16,0.1336805555555555,2.0,,,16.0,humaneval,0.3923611111111111,humaneval,7.829016727815774,1.3456122500933363,False,False,False
0.0679245283018867,576.0,0.4600694444444444,0.0,6,0,32,0.4007075471698113,6.861409187316895,10,32,"5,26",265.0,0.3018867924528302,routed_bypass,94,0,middle,greedy_routed_bypass_middle_k02,0.4600694444444444,0.0,,,16.0,humaneval,0.1909722222222222,humaneval,2.5718758876385195,1.180450846865336,False,True,False
0.0981132075471698,576.0,0.4600694444444444,0.0,5,-1,32,0.7224056603773585,7.397915601730347,8,32,"3,5,26,29",265.0,0.4226415094339623,routed_bypass,102,1,middle,greedy_routed_bypass_middle_k04,0.4600694444444444,0.0,,,16.0,humaneval,0.2777777777777778,humaneval,5.2090372275676255,2.390866696246859,False,False,False
0.1132075471698113,576.0,0.4600694444444444,0.0,6,0,32,0.717688679245283,6.514659881591797,6,32,"2,3,5,6,26,28,29,30",265.0,0.490566037735849,routed_bypass,90,4,middle,greedy_routed_bypass_middle_k08,0.4600694444444444,0.0,,,16.0,humaneval,0.3298611111111111,humaneval,10.50916145013306,4.823540899963416,False,False,False
0.120754716981132,576.0,0.4600694444444444,0.0,5,-1,32,0.7594339622641509,10.308990955352783,3,32,"1,2,3,4,5,6,7,13,22,23,24,25,26,28,29,30",265.0,0.7396226415094339,routed_bypass,131,1,middle,greedy_routed_bypass_middle_k16,0.4600694444444444,0.0,,,16.0,humaneval,0.5329861111111112,humaneval,21.66262096641958,9.942804545133988,False,False,False
0.0,1024.0,0.783203125,29.0,6,0,32,0.0,10.237005710601808,32,32,"6,9",802.0,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k02,0.783203125,29.0,,,16.0,humaneval,0.0,humaneval,0.0515337863956144,0.04036142254812768,True,True,True
0.0,1024.0,0.783203125,29.0,6,0,32,0.0,10.87279772758484,32,32,"6,9,11,14",802.0,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k04,0.783203125,29.0,,,16.0,humaneval,0.0,humaneval,0.1036275760998841,0.08116144143760454,True,True,True
0.0,1024.0,0.783203125,29.0,6,0,32,0.0,10.0519917011261,32,32,"6,9,11,14,16,18,20,22",802.0,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k08,0.783203125,29.0,,,16.0,humaneval,0.0,humaneval,0.207234670356948,0.16230684143190655,True,True,True
0.0,1024.0,0.783203125,29.0,6,0,32,0.0,10.8724365234375,32,32,"1,6,8,9,10,11,14,15,16,17,18,20,22,23,27,28",802.0,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k16,0.783203125,29.0,,,16.0,humaneval,0.0,humaneval,0.4189227778028509,0.3281016287088735,True,True,True
0.0129870129870129,576.0,0.1336805555555555,2.0,7,1,32,0.3019480519480519,12.496708869934082,18,32,"26,29",77.0,0.1428571428571428,stale_routed,111,1,late,greedy_stale_routed_late_k02,0.1336805555555555,2.0,,,16.0,humaneval,0.0694444444444444,humaneval,0.9111680302152639,0.1566070051932485,False,False,False
0.0259740259740259,576.0,0.1336805555555555,2.0,6,0,32,0.3076298701298701,11.582242727279665,22,32,"6,15,26,29",77.0,0.1428571428571428,stale_routed,94,0,late,greedy_stale_routed_late_k04,0.1336805555555555,2.0,,,16.0,humaneval,0.0885416666666666,humaneval,1.8579962642574146,0.31934310791924314,False,True,False
0.0259740259740259,576.0,0.1336805555555555,2.0,6,0,32,0.3863636363636363,10.668438911437988,20,32,"5,6,15,21,23,26,29,31",77.0,0.1948051948051948,stale_routed,91,0,late,greedy_stale_routed_late_k08,0.1336805555555555,2.0,,,16.0,humaneval,0.1423611111111111,humaneval,3.7716890812811443,0.6482590608451967,False,True,False
0.0259740259740259,576.0,0.1336805555555555,2.0,7,1,32,0.5300324675324676,11.051872491836548,15,32,"1,2,3,5,6,12,13,15,21,22,23,26,27,28,29,31",77.0,0.2597402597402597,stale_routed,91,1,late,greedy_stale_routed_late_k16,0.1336805555555555,2.0,,,16.0,humaneval,0.2204861111111111,humaneval,7.762630442376796,1.3342021072835117,False,False,False
0.0,576.0,0.4600694444444444,0.0,6,0,32,0.0,11.221542596817017,16,32,"2,6",265.0,0.0,stale_routed,100,0,middle,greedy_stale_routed_middle_k02,0.4600694444444444,0.0,,,16.0,humaneval,0.0,humaneval,2.6770379127681463,1.2287185732431922,True,True,False
0.0,576.0,0.4600694444444444,0.0,6,0,32,0.0,10.591039657592772,9,32,"2,4,6,28",265.0,0.0,stale_routed,86,0,middle,greedy_stale_routed_middle_k04,0.4600694444444444,0.0,,,16.0,humaneval,0.0,humaneval,5.401414603725613,2.4791649060068734,True,True,False
0.0,576.0,0.4600694444444444,0.0,6,0,32,0.0,12.108367681503296,9,32,"2,4,6,7,15,20,27,28",265.0,0.0,stale_routed,97,0,middle,greedy_stale_routed_middle_k08,0.4600694444444444,0.0,,,16.0,humaneval,0.0,humaneval,10.648261840568189,4.88738580572954,True,True,False
0.0,576.0,0.4600694444444444,0.0,5,-1,32,0.0,11.514164209365845,7,32,"2,3,4,6,7,8,11,12,15,17,20,25,26,27,28,29",265.0,0.0,stale_routed,86,1,middle,greedy_stale_routed_middle_k16,0.4600694444444444,0.0,,,16.0,humaneval,0.0,humaneval,21.136632139899216,9.701383892336555,True,False,False
