accepted_set_change_fraction,aligned_rows,baseline_live_ratio,baseline_wave,benchmark_correct,benchmark_delta_vs_baseline,benchmark_total,confidence_logit_margin_abs_change_mean,elapsed_seconds_observer,final_sequence_exact,final_sequence_total,layers,live_aligned_rows,live_top1_flip_fraction,mode,nfe,per_sample_score_flips,phase,policy,policy_live_ratio,policy_wave,sampled_js_mean,sampled_kl_mean,sampled_logits_rows,task,top1_flip_fraction
0.03125,1024,1.0,36,5,0,32,0.3975830078125,4.743489503860474,25,32,"10,11,13,23",1024,0.2138671875,routed_bypass,64,0,early,greedy_routed_bypass_early_k04,1.0,36,nan,nan,16,gsm8k,0.2138671875
0.037109375,1024,1.0,36,5,0,32,0.5223388671875,4.436245679855347,24,32,"1,4,7,10,11,13,23,26",1024,0.2861328125,routed_bypass,60,0,early,greedy_routed_bypass_early_k08,1.0,36,nan,nan,16,gsm8k,0.2861328125
0.0634765625,1024,1.0,36,5,0,32,0.80950927734375,4.8412933349609375,16,32,"1,2,4,7,8,10,11,12,13,14,16,17,18,23,26,27",1024,0.46875,routed_bypass,66,0,early,greedy_routed_bypass_early_k16,1.0,36,nan,nan,16,gsm8k,0.46875
0.025396825396825397,960,0.328125,8,5,0,32,0.25853174603174606,4.539247751235962,20,32,"3,5",315,0.16825396825396827,routed_bypass,62,0,late,greedy_routed_bypass_late_k02,0.328125,8,nan,nan,16,gsm8k,0.07395833333333333
0.03492063492063492,960,0.328125,8,5,0,32,0.4009920634920635,4.661503553390503,16,32,"3,5,8,25",315,0.14285714285714285,routed_bypass,64,0,late,greedy_routed_bypass_late_k04,0.328125,8,nan,nan,16,gsm8k,0.084375
0.06031746031746032,960,0.328125,8,4,-1,32,0.5569444444444445,5.135854721069336,12,32,"3,5,7,8,9,24,25,28",315,0.27936507936507937,routed_bypass,71,1,late,greedy_routed_bypass_late_k08,0.328125,8,nan,nan,16,gsm8k,0.16041666666666668
0.10793650793650794,960,0.328125,8,4,-1,32,0.8162698412698413,6.290557384490967,5,32,"1,2,3,4,5,7,8,9,13,15,20,24,25,26,27,28",315,0.45714285714285713,routed_bypass,83,1,late,greedy_routed_bypass_late_k16,0.328125,8,nan,nan,16,gsm8k,0.315625
0.02434077079107505,992,0.4969758064516129,0,5,0,32,0.38463488843813387,4.791714668273926,10,32,"5,26",493,0.23732251521298176,routed_bypass,65,0,middle,greedy_routed_bypass_middle_k02,0.4969758064516129,0,nan,nan,16,gsm8k,0.1350806451612903
0.04462474645030426,992,0.4969758064516129,0,5,0,32,0.5256085192697769,4.893927812576294,8,32,"3,5,26,29",493,0.332657200811359,routed_bypass,67,0,middle,greedy_routed_bypass_middle_k04,0.4969758064516129,0,nan,nan,16,gsm8k,0.19959677419354838
0.08519269776876268,992,0.4969758064516129,0,4,-1,32,0.8575050709939148,5.368472337722778,0,32,"2,3,5,6,26,28,29,30",493,0.5030425963488844,routed_bypass,72,1,middle,greedy_routed_bypass_middle_k08,0.4969758064516129,0,nan,nan,16,gsm8k,0.2963709677419355
0.09939148073022312,992,0.4969758064516129,0,6,1,32,1.0110294117647058,6.815311670303345,0,32,"1,2,3,4,5,6,7,13,22,23,24,25,26,28,29,30",493,0.6612576064908722,routed_bypass,93,1,middle,greedy_routed_bypass_middle_k16,0.4969758064516129,0,nan,nan,16,gsm8k,0.4112903225806452
0.0,1024,1.0,36,5,0,32,0.0,10.506896257400513,30,32,"6,9",1024,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k02,1.0,36,nan,nan,16,gsm8k,0.0
0.0,1024,1.0,36,5,0,32,0.0,9.761967897415161,29,32,"6,9,11,14",1024,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k04,1.0,36,nan,nan,16,gsm8k,0.0
0.0,1024,1.0,36,5,0,32,0.0,9.029345035552979,29,32,"6,9,11,14,16,18,20,22",1024,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k08,1.0,36,nan,nan,16,gsm8k,0.0
0.0,1024,1.0,36,5,0,32,0.0,9.627329587936401,30,32,"1,6,8,9,10,11,14,15,16,17,18,20,22,23,27,28",1024,0.0,stale_routed,66,0,early,greedy_stale_routed_early_k16,1.0,36,nan,nan,16,gsm8k,0.0
0.01904761904761905,960,0.328125,8,5,0,32,0.29623015873015873,9.758373022079468,25,32,"26,29",315,0.12698412698412698,stale_routed,64,0,late,greedy_stale_routed_late_k02,0.328125,8,nan,nan,16,gsm8k,0.06666666666666667
0.01904761904761905,960,0.328125,8,5,0,32,0.3861111111111111,9.930998802185059,18,32,"6,15,26,29",315,0.1873015873015873,stale_routed,66,0,late,greedy_stale_routed_late_k04,0.328125,8,nan,nan,16,gsm8k,0.09166666666666666
0.03492063492063492,960,0.328125,8,5,0,32,0.5121031746031746,9.26953911781311,20,32,"5,6,15,21,23,26,29,31",315,0.2634920634920635,stale_routed,62,0,late,greedy_stale_routed_late_k08,0.328125,8,nan,nan,16,gsm8k,0.14583333333333334
0.044444444444444446,960,0.328125,8,5,0,32,0.6859126984126984,10.356236934661865,15,32,"1,2,3,5,6,12,13,15,21,22,23,26,27,28,29,31",315,0.3047619047619048,stale_routed,72,0,late,greedy_stale_routed_late_k16,0.328125,8,nan,nan,16,gsm8k,0.18020833333333333
0.0,992,0.4969758064516129,0,5,0,32,0.0,9.534663915634155,14,32,"2,6",493,0.0,stale_routed,62,0,middle,greedy_stale_routed_middle_k02,0.4969758064516129,0,nan,nan,16,gsm8k,0.0
0.0,992,0.4969758064516129,0,5,0,32,0.0,9.098268747329712,16,32,"2,4,6,28",493,0.0,stale_routed,64,0,middle,greedy_stale_routed_middle_k04,0.4969758064516129,0,nan,nan,16,gsm8k,0.0
0.0,992,0.4969758064516129,0,5,0,32,0.0,9.958444118499756,13,32,"2,4,6,7,15,20,27,28",493,0.0,stale_routed,62,0,middle,greedy_stale_routed_middle_k08,0.4969758064516129,0,nan,nan,16,gsm8k,0.0
0.0,992,0.4969758064516129,0,5,0,32,0.0,11.005608081817627,4,32,"2,3,4,6,7,8,11,12,15,17,20,25,26,27,28,29",493,0.0,stale_routed,73,0,middle,greedy_stale_routed_middle_k16,0.4969758064516129,0,nan,nan,16,gsm8k,0.0
