accepted_set_change_fraction,aligned_rows,baseline_live_ratio,baseline_wave,benchmark_correct,benchmark_delta_vs_baseline,benchmark_total,confidence_logit_margin_abs_change_mean,elapsed_seconds_observer,final_sequence_exact,final_sequence_total,layers,live_aligned_rows,live_top1_flip_fraction,mode,nfe,per_sample_score_flips,phase,policy,policy_live_ratio,policy_wave,sampled_js_mean,sampled_kl_mean,sampled_logits_rows,task,top1_flip_fraction
0.1169811320754717,576,0.4600694444444444,0,4,-2,32,0.7033018867924529,8.399243354797363,2,32,"1,2,3,5",265,0.5245283018867924,layer_bypass,114,4,middle,greedy_layer_bypass_middle_k04,0.4600694444444444,0,nan,nan,16,humaneval,0.4322916666666667
0.14339622641509434,576,0.4600694444444444,0,0,-6,32,0.8716981132075472,8.209531307220459,0,32,"1,2,3,5,6,7,8,12",265,0.9622641509433962,layer_bypass,112,6,middle,greedy_layer_bypass_middle_k08,0.4600694444444444,0,nan,nan,16,humaneval,0.7135416666666666
0.11320754716981132,576,0.4600694444444444,0,0,-6,32,0.7165094339622642,12.613029718399048,0,32,"1,2,3,4,5,6,7,8,9,10,11,12,14,25,26,27",265,0.9509433962264151,layer_bypass,167,6,middle,greedy_layer_bypass_middle_k16,0.4600694444444444,0,nan,nan,16,humaneval,0.7725694444444444
0.02369077306733167,1024,0.783203125,29,6,0,32,0.38154613466334164,6.538450241088867,22,32,"10,11",802,0.18703241895261846,routed_bypass,91,0,early,greedy_routed_bypass_early_k02,0.783203125,29,nan,nan,16,humaneval,0.169921875
0.05112219451371571,1024,0.783203125,29,6,0,32,0.5547849127182045,9.384095191955566,22,32,"10,11,13,23",802,0.23192019950124687,routed_bypass,91,0,early,greedy_routed_bypass_early_k04,0.783203125,29,nan,nan,16,humaneval,0.20703125
0.06733167082294264,1024,0.783203125,29,6,0,32,0.6541458852867831,6.3634302616119385,20,32,"1,4,7,10,11,13,23,26",802,0.2655860349127182,routed_bypass,87,0,early,greedy_routed_bypass_early_k08,0.783203125,29,nan,nan,16,humaneval,0.2421875
0.12967581047381546,1024,0.783203125,29,7,1,32,1.2031639650872819,6.487685918807983,14,32,"1,2,4,7,8,10,11,12,13,14,16,17,18,23,26,27",802,0.4613466334164589,routed_bypass,90,1,early,greedy_routed_bypass_early_k16,0.783203125,29,nan,nan,16,humaneval,0.423828125
0.012987012987012988,576,0.13368055555555555,2,6,0,32,0.3068181818181818,5.814594984054565,20,32,"3,5",77,0.1038961038961039,routed_bypass,81,0,late,greedy_routed_bypass_late_k02,0.13368055555555555,2,nan,nan,16,humaneval,0.10069444444444445
0.07792207792207792,576,0.13368055555555555,2,6,0,32,0.44886363636363635,6.252758264541626,19,32,"3,5,8,25",77,0.23376623376623376,routed_bypass,78,0,late,greedy_routed_bypass_late_k04,0.13368055555555555,2,nan,nan,16,humaneval,0.15625
0.1038961038961039,576,0.13368055555555555,2,6,0,32,0.9163961038961039,6.1505656242370605,13,32,"3,5,7,8,9,24,25,28",77,0.4155844155844156,routed_bypass,86,0,late,greedy_routed_bypass_late_k08,0.13368055555555555,2,nan,nan,16,humaneval,0.22569444444444445
0.09090909090909091,576,0.13368055555555555,2,7,1,32,1.0219155844155845,8.122002601623535,10,32,"1,2,3,4,5,7,8,9,13,15,20,24,25,26,27,28",77,0.7662337662337663,routed_bypass,113,1,late,greedy_routed_bypass_late_k16,0.13368055555555555,2,nan,nan,16,humaneval,0.3923611111111111
0.06792452830188679,576,0.4600694444444444,0,6,0,32,0.40070754716981133,6.8614091873168945,10,32,"5,26",265,0.3018867924528302,routed_bypass,94,0,middle,greedy_routed_bypass_middle_k02,0.4600694444444444,0,nan,nan,16,humaneval,0.1909722222222222
0.09811320754716982,576,0.4600694444444444,0,5,-1,32,0.7224056603773585,7.397915601730347,8,32,"3,5,26,29",265,0.4226415094339623,routed_bypass,102,1,middle,greedy_routed_bypass_middle_k04,0.4600694444444444,0,nan,nan,16,humaneval,0.2777777777777778
0.11320754716981132,576,0.4600694444444444,0,6,0,32,0.717688679245283,6.514659881591797,6,32,"2,3,5,6,26,28,29,30",265,0.49056603773584906,routed_bypass,90,4,middle,greedy_routed_bypass_middle_k08,0.4600694444444444,0,nan,nan,16,humaneval,0.3298611111111111
0.12075471698113208,576,0.4600694444444444,0,5,-1,32,0.7594339622641509,10.308990955352783,3,32,"1,2,3,4,5,6,7,13,22,23,24,25,26,28,29,30",265,0.7396226415094339,routed_bypass,131,1,middle,greedy_routed_bypass_middle_k16,0.4600694444444444,0,nan,nan,16,humaneval,0.5329861111111112
0.0,1024,0.783203125,29,6,0,32,0.0,10.237005710601807,32,32,"6,9",802,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k02,0.783203125,29,nan,nan,16,humaneval,0.0
0.0,1024,0.783203125,29,6,0,32,0.0,10.872797727584839,32,32,"6,9,11,14",802,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k04,0.783203125,29,nan,nan,16,humaneval,0.0
0.0,1024,0.783203125,29,6,0,32,0.0,10.051991701126099,32,32,"6,9,11,14,16,18,20,22",802,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k08,0.783203125,29,nan,nan,16,humaneval,0.0
0.0,1024,0.783203125,29,6,0,32,0.0,10.8724365234375,32,32,"1,6,8,9,10,11,14,15,16,17,18,20,22,23,27,28",802,0.0,stale_routed,86,0,early,greedy_stale_routed_early_k16,0.783203125,29,nan,nan,16,humaneval,0.0
0.012987012987012988,576,0.13368055555555555,2,7,1,32,0.30194805194805197,12.496708869934082,18,32,"26,29",77,0.14285714285714285,stale_routed,111,1,late,greedy_stale_routed_late_k02,0.13368055555555555,2,nan,nan,16,humaneval,0.06944444444444445
0.025974025974025976,576,0.13368055555555555,2,6,0,32,0.30762987012987014,11.582242727279663,22,32,"6,15,26,29",77,0.14285714285714285,stale_routed,94,0,late,greedy_stale_routed_late_k04,0.13368055555555555,2,nan,nan,16,humaneval,0.08854166666666667
0.025974025974025976,576,0.13368055555555555,2,6,0,32,0.38636363636363635,10.668438911437988,20,32,"5,6,15,21,23,26,29,31",77,0.19480519480519481,stale_routed,91,0,late,greedy_stale_routed_late_k08,0.13368055555555555,2,nan,nan,16,humaneval,0.1423611111111111
0.025974025974025976,576,0.13368055555555555,2,7,1,32,0.5300324675324676,11.051872491836548,15,32,"1,2,3,5,6,12,13,15,21,22,23,26,27,28,29,31",77,0.2597402597402597,stale_routed,91,1,late,greedy_stale_routed_late_k16,0.13368055555555555,2,nan,nan,16,humaneval,0.2204861111111111
0.0,576,0.4600694444444444,0,6,0,32,0.0,11.221542596817017,16,32,"2,6",265,0.0,stale_routed,100,0,middle,greedy_stale_routed_middle_k02,0.4600694444444444,0,nan,nan,16,humaneval,0.0
0.0,576,0.4600694444444444,0,6,0,32,0.0,10.591039657592773,9,32,"2,4,6,28",265,0.0,stale_routed,86,0,middle,greedy_stale_routed_middle_k04,0.4600694444444444,0,nan,nan,16,humaneval,0.0
0.0,576,0.4600694444444444,0,6,0,32,0.0,12.108367681503296,9,32,"2,4,6,7,15,20,27,28",265,0.0,stale_routed,97,0,middle,greedy_stale_routed_middle_k08,0.4600694444444444,0,nan,nan,16,humaneval,0.0
0.0,576,0.4600694444444444,0,5,-1,32,0.0,11.514164209365845,7,32,"2,3,4,6,7,8,11,12,15,17,20,25,26,27,28,29",265,0.0,stale_routed,86,1,middle,greedy_stale_routed_middle_k16,0.4600694444444444,0,nan,nan,16,humaneval,0.0
